Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+28 Quarters
Revenue,122,123.23,99.71,97.79,85.34,94.94,85.26,85.98,90,81.82,81.29,74.67,48.35,73.34,72.64,71.16,72.21,70.36,58.08,60.4,60.97,72.61,56.5,53.24,46.77,46.35,46.89,42.99,38.74,36.93,36.27,33.66,32.59,31.86,25.15,24.07,22.53,21.75,22,22,Upgrade
Revenue Growth (YoY),42.96%,29.80%,16.95%,13.74%,-5.17%,16.03%,4.88%,15.15%,86.13%,11.57%,11.91%,4.93%,-33.04%,4.24%,25.07%,17.82%,18.43%,-3.10%,2.79%,13.44%,30.38%,56.63%,20.51%,23.85%,20.71%,25.52%,29.29%,27.73%,18.90%,15.90%,44.22%,39.86%,44.62%,46.48%,14.29%,9.40%,7.28%,8.63%,5.89%,19.65%,Upgrade
Gross Profit,122,123.23,99.71,97.79,85.34,94.94,85.26,85.98,90,81.82,81.29,74.67,48.35,73.34,72.64,71.16,72.21,70.36,58.08,60.4,60.97,72.61,56.5,53.24,46.77,46.35,46.89,42.99,38.74,36.93,36.27,33.66,32.59,31.86,25.15,24.07,22.53,21.75,22,22,Upgrade
"Selling, General & Admin",90.73,80.16,50.62,49.62,51.98,44.15,49.13,40.09,40.42,18.27,51.67,42.4,47.8,16.12,38.58,41,43.1,49.46,37.4,38.25,37.16,39.18,34.36,41.63,34.75,30.3,33.44,34.81,32.34,27.17,29.13,24.29,23.19,34.01,19.89,20.68,18.78,18.65,18.5,19.04,Upgrade
Other Operating Expenses,9.41,4.12,3.22,2.15,2.38,1.75,2.09,1.73,1.74,9.57,0,0,0,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,100.14,84.27,53.84,51.77,54.36,45.9,51.22,41.82,42.16,27.85,51.67,42.4,47.8,22.88,38.58,41,43.1,49.46,37.4,38.25,37.16,39.18,34.36,41.63,34.75,30.3,33.44,34.81,32.34,27.17,29.13,24.29,23.19,34.01,19.89,20.68,18.78,18.65,18.5,19.04,Upgrade
Operating Income,21.86,38.96,45.87,46.02,30.98,49.04,34.04,44.16,47.84,53.98,29.62,32.27,0.55,50.46,34.06,30.16,29.11,20.89,20.68,22.15,23.81,33.42,22.14,11.62,12.02,16.06,13.45,8.18,6.4,9.76,7.14,9.37,9.4,-2.15,5.26,3.38,3.75,3.11,3.5,2.95,Upgrade
Other Expense / Income,7.33,7.24,7.52,4.38,4.56,4.36,4.05,3.96,3.96,15.84,-,-,-,15.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,14.52,31.72,38.35,41.64,26.42,44.67,29.99,40.2,43.88,38.14,29.62,32.27,0.55,35.28,34.06,30.16,29.11,20.89,20.68,22.15,23.81,33.42,22.14,11.62,12.02,16.06,13.45,8.18,6.4,9.76,7.14,9.37,9.4,-2.15,5.26,3.38,3.75,3.11,3.5,2.95,Upgrade
Income Tax,2.7,7.79,9.12,8.89,5.83,8.34,7.05,8.79,10.16,8.79,6.99,7.19,-0.16,8.1,8.45,6.91,6.41,4.93,4.36,5.19,5.78,20.37,7.93,3.94,4.09,5.29,4.32,2.85,2.44,3.73,2.7,3.56,3.54,-0.63,2.26,1.46,1.45,1.26,-41.64,0,Upgrade
Net Income,11.83,23.93,29.24,32.76,20.59,36.33,22.94,31.41,33.72,29.35,22.63,25.08,0.71,27.18,25.61,23.25,22.71,15.96,16.32,16.96,18.03,13.05,14.22,7.68,7.93,10.77,9.13,5.33,3.97,6.04,4.44,5.81,5.86,-1.52,3,1.92,2.3,1.85,45.14,2.95,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.94,0.94,Upgrade
Net Income Common,11.83,23.93,29.24,32.76,20.59,36.33,22.94,31.41,33.72,29.35,22.63,25.08,0.71,27.18,25.61,23.25,22.71,15.96,16.32,16.96,18.03,13.05,14.22,7.68,7.93,10.77,9.13,5.33,3.97,6.04,4.44,5.81,5.86,-1.52,3,1.92,2.3,0.59,44.2,2.02,Upgrade
