Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+67 Quarters
Revenue,23.7,30.59,32.22,31.99,31,30.25,30.91,30.38,30.42,27.6,31.27,28.59,25.65,27.56,27.3,27.57,28.31,27.01,24.83,27.76,26.94,23.28,26.08,25.18,25.33,23.49,22.59,24.87,22.2,20.36,19.7,20.64,19.35,17.93,18.05,17.16,18,16.82,16.47,16.21,Upgrade
Revenue Growth (YoY),-23.53%,1.15%,4.22%,5.32%,1.89%,9.58%,-1.16%,6.26%,18.61%,0.14%,14.56%,3.67%,-9.41%,2.04%,9.93%,-0.67%,5.10%,16.05%,-4.78%,10.24%,6.36%,-0.92%,15.47%,1.27%,14.07%,15.39%,14.64%,20.50%,14.73%,13.56%,9.16%,20.23%,7.50%,6.57%,9.59%,5.90%,5.66%,6.15%,7.39%,-18.41%,Upgrade
Gross Profit,23.7,30.59,32.22,31.99,31,30.25,30.91,30.38,30.42,27.6,31.27,28.59,25.65,27.56,27.3,27.57,28.31,27.01,24.83,27.76,26.94,23.28,26.08,25.18,25.33,23.49,22.59,24.87,22.2,20.36,19.7,20.64,19.35,17.93,18.05,17.16,18,16.82,16.47,16.21,Upgrade
"Selling, General & Admin",13.09,14.54,13.92,13.34,12.71,14.98,13.85,12.91,13.35,12.06,12.56,12.7,12.35,13.77,11.43,11.63,12.2,12.06,11.5,12.56,12.03,10.99,10.76,10.55,10.59,10.89,9.43,9.45,9.62,9.38,8.79,8.46,8.87,9.12,7.93,7.68,7.88,7.84,7.76,7.14,Upgrade
Other Operating Expenses,3.48,3.83,3.09,3.09,3.06,3.63,2.89,2.92,3.1,2.87,3.02,2.96,2.51,2.96,2.9,3.15,2.94,3.03,2.75,3.15,2.84,3.65,2.64,2.92,2.76,3.05,2.54,3.66,2.81,2.74,2.59,2.5,2.27,2.48,2.22,2.42,2.31,2.45,2.21,2.33,Upgrade
Operating Expenses,16.57,18.37,17.01,16.43,15.77,18.61,16.74,15.83,16.45,14.92,15.58,15.66,14.86,16.72,14.33,14.78,15.14,15.09,14.24,15.71,14.87,14.64,13.39,13.47,13.35,13.94,11.97,13.12,12.43,12.12,11.38,10.96,11.15,11.6,10.15,10.1,10.19,10.29,9.96,9.47,Upgrade
Operating Income,7.13,12.23,15.2,15.56,15.23,11.64,14.17,14.55,13.97,12.68,15.69,12.93,10.79,10.84,12.97,12.8,13.18,11.92,10.59,12.05,12.07,8.63,12.69,11.71,11.98,9.55,10.61,11.75,9.77,8.24,8.32,9.68,8.2,6.33,7.9,7.07,7.81,6.53,6.51,6.74,Upgrade
Other Expense / Income,-,-,-,-,-,1.02,-,-,-,-,2.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.76,-,-,-,1.08,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,7.13,12.23,15.2,15.56,15.23,10.62,14.17,14.55,13.97,12.68,13.14,12.93,10.79,10.84,12.97,12.8,13.18,11.92,10.59,12.05,12.07,8.63,12.69,11.71,11.98,9.55,10.61,9.99,9.77,8.24,8.32,8.59,8.2,6.33,7.9,7.07,7.81,6.53,6.51,6.74,Upgrade
Income Tax,0.65,2.32,2.74,3.08,3.14,1.61,2.75,3.16,2.7,2.15,2.37,2.17,1.64,1.65,2.19,2.05,2.34,1.83,0.54,1.74,0.96,1.07,3.35,2.58,2.9,2.03,2.62,2.26,2.14,1.62,1.81,2.32,1.72,0.87,1.85,1.52,1.85,1.36,1.33,1.43,Upgrade
