Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+59 Quarters
Revenue,17.73,20.24,20.18,18.27,17.64,17.9,16.78,17.94,17.44,16.41,17.54,14.55,14.28,15.73,15.72,15.9,15.37,15.4,14.86,14.33,14,14.16,14.43,13.72,13.14,15.31,12.93,13.11,12.64,12.83,12.1,11.83,11.76,12.38,11.46,11.53,11.62,10.65,10.68,10.07,Upgrade
Revenue Growth (YoY),0.48%,13.09%,20.24%,1.81%,1.18%,9.07%,-4.30%,23.32%,22.07%,4.34%,11.54%,-8.51%,-7.06%,2.16%,5.83%,10.96%,9.79%,8.77%,2.99%,4.46%,6.49%,-7.54%,11.58%,4.69%,4.02%,19.38%,6.81%,10.81%,7.49%,3.59%,5.64%,2.54%,1.13%,16.28%,7.31%,14.50%,16.08%,7.43%,7.44%,2.39%,Upgrade
Gross Profit,17.73,20.24,20.18,18.27,17.64,17.9,16.78,17.94,17.44,16.41,17.54,14.55,14.28,15.73,15.72,15.9,15.37,15.4,14.86,14.33,14,14.16,14.43,13.72,13.14,15.31,12.93,13.11,12.64,12.83,12.1,11.83,11.76,12.38,11.46,11.53,11.62,10.65,10.68,10.07,Upgrade
"Selling, General & Admin",8.7,10.01,8.39,8.54,7.93,8.72,8.14,7.76,8.28,8.97,7.83,7.59,7.86,8.38,7.79,7.8,7.65,7.68,7.49,7.4,7.06,7.08,6.85,6.94,7.09,7.19,6.9,6.59,6.5,6.52,6.38,5.99,6.47,6.77,5.99,5.86,5.8,6.47,5.54,5.56,Upgrade
Other Operating Expenses,5,11.07,2.91,3.65,5.41,11.18,2.49,2.5,3.99,5.15,4.08,3.86,3.59,3.71,3.48,3.44,3.27,3.59,3.22,3.17,2.98,3.8,3.16,3.05,3.27,6.86,2.7,2.52,3,3.5,2.29,2.35,2.28,4.17,2.56,2.21,2.33,2.76,2.35,2.42,Upgrade
Operating Expenses,13.7,21.07,11.3,12.19,13.34,19.9,10.63,10.26,12.27,14.12,11.91,11.45,11.45,12.09,11.27,11.24,10.92,11.27,10.7,10.56,10.04,10.88,10.01,9.98,10.36,14.04,9.6,9.11,9.49,10.02,8.67,8.34,8.75,10.94,8.54,8.07,8.12,9.24,7.89,7.98,Upgrade
Operating Income,4.02,-0.83,8.88,6.07,4.3,-2,6.15,7.69,5.17,2.29,5.62,3.1,2.83,3.64,4.46,4.66,4.45,4.13,4.15,3.77,3.96,3.28,4.42,3.74,2.78,1.27,3.33,4,3.14,2.8,3.44,3.49,3.01,1.44,2.92,3.47,3.5,1.41,2.79,2.09,Upgrade
Other Expense / Income,-,-6.08,2.15,2.05,-,-5.74,1.93,1.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,4.02,5.25,6.72,4.02,4.3,3.74,4.21,5.81,5.17,2.29,5.62,3.1,2.83,3.64,4.46,4.66,4.45,4.13,4.15,3.77,3.96,3.28,4.42,3.74,2.78,1.27,3.33,4,3.14,2.8,3.44,3.49,3.01,1.44,2.92,3.47,3.5,1.41,2.79,2.09,Upgrade
Income Tax,0.85,1.1,1.42,0.81,0.85,0.73,0.82,1.19,1.05,0.37,1.11,0.54,0.47,0.67,0.83,0.85,0.79,0.69,0.69,0.6,0.65,1.27,1.18,0.93,0.58,-0.04,0.87,1.03,0.69,0.61,0.94,0.87,0.68,-0.38,0.48,0.92,0.92,0.03,0.87,0.46,Upgrade
Net Income,3.17,4.15,5.31,3.22,3.45,3.01,3.39,4.62,4.12,1.92,4.51,2.56,2.37,2.97,3.62,3.81,3.67,3.44,3.47,3.18,3.3,2.01,3.24,2.81,2.21,1.3,2.46,2.96,2.45,2.19,2.49,2.62,2.33,1.82,2.44,2.55,2.58,1.38,1.92,1.63,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.16,0.16,Upgrade
