Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,122.57,126.19,127.17,124.85,122.41,123.2,121.35,123.71,118.89,118.83,112.41,96.62,82.96,107.42,111.45,105.59,105.71,98.29,104.88,101.12,97.27,96.77,94.82,92.36,89.86,87.35,89.92,90.61,86.85,90.2,90.54,87,85.06,84.18,85.56,104.44,84.2,82.19,84.18,80.79,Upgrade
Revenue Growth (YoY),0.13%,2.43%,4.80%,0.92%,2.96%,3.67%,7.95%,28.04%,43.30%,10.62%,0.86%,-8.50%,-21.51%,9.29%,6.26%,4.42%,8.68%,1.57%,10.61%,9.49%,8.24%,10.79%,5.45%,1.93%,3.47%,-3.17%,-0.69%,4.15%,2.10%,7.16%,5.83%,-16.69%,1.02%,2.41%,1.64%,29.27%,17.41%,21.81%,21.15%,21.80%,Upgrade
Gross Profit,122.57,126.19,127.17,124.85,122.41,123.2,121.35,123.71,118.89,118.83,112.41,96.62,82.96,107.42,111.45,105.59,105.71,98.29,104.88,101.12,97.27,96.77,94.82,92.36,89.86,87.35,89.92,90.61,86.85,90.2,90.54,87,85.06,84.18,85.56,104.44,84.2,82.19,84.18,80.79,Upgrade
"Selling, General & Admin",61.83,61.15,60.7,59.39,58.66,58.2,56.08,55.15,54.03,30.29,60.33,58.82,61.76,61.7,59.55,58.8,60.56,59.78,58.41,57.46,56.41,53.72,52.18,52.61,52.68,52.88,51.07,51.46,50.72,52.87,48.25,49.6,49.44,48.91,47.2,50.01,48.72,46.77,47.14,47.04,Upgrade
Other Operating Expenses,17.49,18.36,16,16.73,13.49,16.9,16.79,16.27,13.86,44.92,5.98,6.52,9.12,8.59,10.2,7.43,7.9,9.12,8.09,7.43,7.87,9.72,8.42,7.71,8.6,4.76,8.54,8.99,7.5,7.75,11.65,8.36,8.27,7.84,8.52,8.18,8.8,8.72,9.15,9.41,Upgrade
Operating Expenses,79.32,79.51,76.69,76.12,72.14,75.11,72.87,71.42,67.89,75.2,66.31,65.34,70.88,70.29,69.75,66.23,68.46,68.9,66.5,64.89,64.27,63.44,60.6,60.32,61.28,57.64,59.61,60.45,58.22,60.62,59.89,57.96,57.7,56.74,55.72,58.18,57.52,55.49,56.29,56.45,Upgrade
Operating Income,43.24,46.68,50.47,48.73,50.27,48.09,48.48,52.29,51,43.63,46.1,31.28,12.08,37.13,41.7,39.36,37.25,29.39,38.39,36.23,33,33.33,34.22,32.04,28.58,29.71,30.3,30.17,28.62,29.59,30.65,29.04,27.36,27.43,29.84,46.25,26.68,26.71,27.89,24.34,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,13.35,4.55,-,-,-,-,Upgrade
Pretax Income,43.24,46.68,50.47,48.73,50.27,48.09,48.48,52.29,51,43.63,46.1,31.28,12.08,37.13,41.7,39.36,37.25,29.39,38.39,36.23,33,33.33,34.22,32.04,28.58,29.71,30.3,30.17,28.62,29.59,30.65,29.04,27.36,27.44,16.49,41.7,26.68,26.71,27.89,24.34,Upgrade
Income Tax,9.59,10.56,11.5,10.96,11.14,10.78,11.04,12,11.16,9.43,10.99,6.56,1.72,8.17,9.32,8.81,8.12,0.74,8.58,8.11,7.01,15.69,11.34,10.68,8.3,10.1,10.3,10.26,9.73,10.46,10.8,9.76,9.19,8.92,5.58,14.06,8.67,8.78,8.63,7.42,Upgrade
