Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,81.25,79.19,72.13,58.78,54.86,53.38,54.6,54.82,52.03,56.44,51.38,50.66,46.9,51.16,51.05,51.43,50.57,50.83,50.62,48.66,47.81,58.51,45.22,46.71,44.5,46.12,47.74,44.89,44.82,44.63,45.71,46.08,45.56,45.89,46.51,46.7,46.66,48.11,49.4,50.53,Upgrade
Revenue Growth (YoY),48.12%,48.35%,32.11%,7.21%,5.43%,-5.42%,6.28%,8.22%,10.95%,10.32%,0.64%,-1.50%,-7.26%,0.65%,0.86%,5.70%,5.77%,-13.12%,11.93%,4.17%,7.44%,26.86%,-5.28%,4.06%,-0.72%,3.34%,4.45%,-2.58%,-1.61%,-2.74%,-1.72%,-1.34%,-2.35%,-4.62%,-5.85%,-7.58%,-7.96%,-9.15%,-11.34%,-10.02%,Upgrade
Gross Profit,81.25,79.19,72.13,58.78,54.86,53.38,54.6,54.82,52.03,56.44,51.38,50.66,46.9,51.16,51.05,51.43,50.57,50.83,50.62,48.66,47.81,58.51,45.22,46.71,44.5,46.12,47.74,44.89,44.82,44.63,45.71,46.08,45.56,45.89,46.51,46.7,46.66,48.11,49.4,50.53,Upgrade
"Selling, General & Admin",18.03,17.27,16.96,17,17.4,16.89,17.3,17.74,18.49,17.91,18.22,18.33,18.34,18.05,18.4,18.49,18.82,18.93,18.85,18.92,18.83,18.14,18.24,18.17,18.57,18.1,19.72,18.23,18.46,17.85,18.33,19.16,18.73,18.54,19.21,19.25,19.29,20.07,19.36,19.47,Upgrade
Other Operating Expenses,8.18,7.82,7.81,7.63,7.47,7.03,7.4,6.56,6.42,6.63,6.38,6.42,6.33,6.16,5.63,7.07,6.36,6.85,10.52,6.82,7.2,16.5,5.88,6.23,6.05,8.35,6.37,7,7.4,7.65,7.85,7.73,8,7.82,7.41,7.7,7.59,7.92,8.4,8.72,Upgrade
Operating Expenses,26.21,25.09,24.77,24.63,24.88,23.91,24.7,24.29,24.91,24.55,24.6,24.75,24.66,24.21,24.03,25.56,25.18,25.79,29.37,25.74,26.02,34.64,24.11,24.4,24.62,26.45,26.09,25.23,25.86,25.5,26.17,26.9,26.73,26.35,26.62,26.96,26.87,27.99,27.76,28.19,Upgrade
Operating Income,55.04,54.1,47.37,34.15,29.98,29.47,29.9,30.53,27.12,31.89,26.77,25.9,22.23,26.95,27.02,25.87,25.39,25.04,21.25,22.92,21.79,23.87,21.11,22.31,19.89,19.68,21.66,19.66,18.97,19.13,19.53,19.18,18.83,19.53,19.89,19.74,19.78,20.13,21.64,22.34,Upgrade
Pretax Income,55.04,54.1,47.37,34.15,29.98,29.47,29.9,30.53,27.12,31.89,26.77,25.9,22.23,26.95,27.02,25.87,25.39,25.04,21.25,22.92,21.79,23.87,21.11,22.31,19.89,19.68,21.66,19.66,18.97,19.13,19.53,19.18,18.83,19.53,19.89,19.74,19.78,20.13,21.64,22.34,Upgrade
Income Tax,14.59,14.75,12.61,8.84,7.36,7.75,7.84,7.95,6.98,8.06,6.72,6.34,5.27,6.22,6.63,6.24,5.74,5.99,4.26,4.91,4.28,19.71,6.09,6.52,4.84,5.22,6.03,5.11,4.74,4.55,4.68,4.42,4.27,4.51,4.74,4.59,4.48,4.07,4.9,5.23,Upgrade
Net Income,40.45,39.34,34.76,25.31,22.62,21.72,22.06,22.58,20.15,23.84,20.05,19.56,16.96,20.73,20.39,19.63,19.65,19.06,16.99,18.01,17.51,4.16,15.02,15.8,15.05,14.45,15.63,14.55,14.23,14.58,14.86,14.76,14.56,15.03,15.15,15.16,15.31,16.06,16.74,17.11,Upgrade
Net Income Growth,78.86%,81.14%,57.55%,12.11%,12.25%,-8.88%,10.03%,15.42%,18.78%,15.00%,-1.66%,-0.32%,-13.66%,8.78%,19.99%,8.97%,12.22%,358.05%,13.16%,13.99%,16.33%,-71.22%,-3.91%,8.61%,5.79%,-0.86%,5.19%,-1.46%,-2.27%,-2.99%,-1.96%,-2.61%,-4.90%,-6.40%,-9.46%,-11.42%,-11.37%,-16.10%,-16.40%,-18.37%,Upgrade
Shares Outstanding (Basic),27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,29,27,27,Upgrade
Shares Outstanding (Diluted),27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,25,26,26,26,26,26,26,26,27,27,27,27,Upgrade
Shares Change,-0.07%,0.18%,0.15%,0.05%,0.16%,0.11%,-0.26%,-0.24%,-1.09%,-0.92%,-0.30%,-0.13%,0.84%,1.04%,0.79%,0.97%,0.93%,1.04%,1.56%,1.23%,1.28%,2.36%,2.79%,3.01%,3.38%,1.46%,0.48%,0.37%,-0.73%,-1.16%,-1.73%,-2.68%,-3.32%,-3.35%,-2.58%,-2.45%,-2.28%,-2.13%,-3.12%,-3.21%,Upgrade
EPS (Basic),1.51,1.46,1.29,0.94,0.84,0.81,0.82,0.84,0.75,0.88,0.74,0.72,0.63,0.76,0.76,0.73,0.73,0.72,0.64,0.68,0.66,0.15,0.57,0.60,0.58,0.56,0.61,0.57,0.56,0.57,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.60,0.63,0.64,Upgrade
EPS (Diluted),1.51,1.47,1.29,0.94,0.84,0.81,0.82,0.84,0.75,0.88,0.74,0.72,0.63,0.77,0.75,0.73,0.73,0.71,0.63,0.67,0.66,0.15,0.57,0.60,0.57,0.56,0.61,0.57,0.56,0.57,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.60,0.63,0.64,Upgrade
