Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,29.98,32.57,28.97,34.02,28.47,30.34,30.46,31.42,28.08,28.25,26.01,24.27,19.8,22.66,22.15,20.11,22.01,21.81,19.92,16.97,19,18.24,17.51,16.04,14.98,14.62,14.23,13.61,13.12,14.2,13.29,13.29,12.95,13.49,12.28,9.97,9.64,9.7,8.15,7.88,Upgrade
Revenue Growth (YoY),5.32%,7.34%,-4.90%,8.28%,1.37%,7.42%,17.12%,29.45%,41.85%,24.64%,17.38%,20.69%,-10.05%,3.92%,11.24%,18.52%,15.87%,19.59%,13.76%,5.76%,26.79%,24.75%,23.06%,17.88%,14.16%,2.97%,7.06%,2.44%,1.30%,5.25%,8.19%,33.22%,34.34%,39.01%,50.64%,26.58%,23.51%,21.48%,3.61%,7.94%,Upgrade
Gross Profit,29.98,32.57,28.97,34.02,28.47,30.34,30.46,31.42,28.08,28.25,26.01,24.27,19.8,22.66,22.15,20.11,22.01,21.81,19.92,16.97,19,18.24,17.51,16.04,14.98,14.62,14.23,13.61,13.12,14.2,13.29,13.29,12.95,13.49,12.28,9.97,9.64,9.7,8.15,7.88,Upgrade
"Selling, General & Admin",23.23,15.32,15.05,15.48,14.72,12.95,12.66,12.71,11.99,11.54,11.69,12.91,11.46,10.83,10.86,10.81,10.66,9.84,9.24,9.7,9.41,8.64,8.93,8.25,7.86,7.22,7.39,6.86,6.98,6.59,6.53,6.54,6.55,6.97,6.02,5.01,4.87,5,3.85,3.65,Upgrade
Other Operating Expenses,3.76,2.32,1.87,1.85,2.04,2.12,1.57,1.49,1.54,1.5,1.58,2.6,2.11,2.19,1.49,-0.11,2.54,2.71,2.21,0.07,2.52,1.88,1.83,2.57,1.71,1.49,1.77,1.42,1.27,1.57,1.46,1.47,1.54,1.62,1.58,1.22,1.75,1.23,0.72,0.86,Upgrade
Operating Expenses,26.99,17.64,16.92,17.33,16.76,15.07,14.22,14.2,13.53,13.05,13.27,15.51,13.57,13.02,12.35,10.7,13.19,12.55,11.45,9.77,11.93,10.52,10.76,10.83,9.56,8.71,9.16,8.28,8.26,8.17,7.99,8,8.09,8.59,7.6,6.23,6.62,6.23,4.57,4.5,Upgrade
Operating Income,2.99,14.93,12.05,16.69,11.71,15.27,16.23,17.22,14.55,15.2,12.73,8.76,6.23,9.64,9.8,9.41,8.82,9.26,8.47,7.2,7.07,7.72,6.75,5.22,5.42,5.91,5.07,5.33,4.87,6.03,5.3,5.28,4.86,4.9,4.68,3.74,3.02,3.48,3.59,3.38,Upgrade
Pretax Income,2.99,14.93,12.05,16.69,11.71,15.27,16.23,17.22,14.55,15.2,12.73,8.76,6.23,9.64,9.8,9.41,8.82,9.26,8.47,7.2,7.07,7.72,6.75,5.22,5.42,5.91,5.07,5.33,4.87,6.03,5.3,5.28,4.86,4.9,4.68,3.74,3.02,3.48,3.59,3.38,Upgrade
Income Tax,0.58,3.27,2.44,3.6,2.36,3.29,3.49,3.53,3.1,3.15,2.75,1.86,1.13,1.92,1.98,1.85,1.73,1.8,1.67,1.56,1.81,2.55,1.89,1.51,1.46,1.74,1.36,1.65,1.54,1.82,1.67,1.72,1.5,1.46,1.38,0.98,0.78,0.96,1.02,0.85,Upgrade
Net Income,2.41,11.66,9.6,13.09,9.35,11.99,12.75,13.69,11.46,12.05,9.99,6.9,5.1,7.72,7.83,7.56,7.09,7.45,6.8,5.64,5.26,5.17,4.86,3.71,3.95,4.18,3.71,3.68,3.32,4.21,3.64,3.57,3.37,3.44,3.3,2.76,2.24,2.52,2.56,2.53,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Net Income Common,2.41,11.66,9.6,13.09,9.35,11.99,12.75,13.69,11.46,12.05,9.99,6.9,5.1,7.72,7.83,7.56,7.09,7.45,6.8,5.64,5.26,5.17,4.86,3.71,3.95,4.18,3.71,3.68,3.32,4.17,3.59,3.52,3.32,3.39,3.25,2.71,2.19,2.47,2.51,2.48,Upgrade
Net Income Growth,-74.24%,-2.68%,-24.66%,-4.40%,-18.39%,-0.52%,27.64%,98.36%,124.71%,56.12%,27.57%,-8.67%,-28.12%,3.53%,15.12%,34.02%,34.92%,44.18%,39.86%,51.84%,32.98%,23.80%,31.09%,0.84%,19.02%,0.05%,3.46%,4.75%,0.18%,23.24%,10.34%,29.90%,51.21%,37.18%,29.29%,9.12%,-9.23%,1.57%,4.92%,8.72%,Upgrade
Shares Outstanding (Basic),11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Upgrade
