Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+30 Quarters
Revenue,17.03,17.43,19.12,17.1,16.17,15.89,16.05,14.85,15.65,15.15,16.59,13.78,13.94,13.88,13.58,13.18,13.2,13.14,13.05,13.48,12.78,12.74,12.76,12.53,12.34,12.74,13.34,13.56,13.96,12.31,12.38,12.43,12.38,12.41,12.2,12.7,9.94,10.37,10.33,10.55,Upgrade
Revenue Growth (YoY),5.33%,9.66%,19.14%,15.22%,3.33%,4.91%,-3.26%,7.71%,12.26%,9.15%,22.17%,4.60%,5.58%,5.65%,4.08%,-2.28%,3.29%,3.12%,2.24%,7.61%,3.58%,-0.02%,-4.36%,-7.56%,-11.63%,3.49%,7.74%,9.02%,12.79%,-0.85%,1.50%,-2.07%,24.53%,19.73%,18.08%,20.36%,-13.51%,-11.72%,1.84%,38.24%,Upgrade
Gross Profit,17.03,17.43,19.12,17.1,16.17,15.89,16.05,14.85,15.65,15.15,16.59,13.78,13.94,13.88,13.58,13.18,13.2,13.14,13.05,13.48,12.78,12.74,12.76,12.53,12.34,12.74,13.34,13.56,13.96,12.31,12.38,12.43,12.38,12.41,12.2,12.7,9.94,10.37,10.33,10.55,Upgrade
"Selling, General & Admin",9.95,9.96,10.36,9.85,9.56,9.38,10.1,9.68,9.65,9.32,8.73,8.46,8.93,9.12,8.85,8.74,8.8,8.97,8.55,9.26,8.94,9.42,9.34,9.37,9.3,9.4,10.12,9.64,9.73,8.65,8.17,8.41,8.38,8.03,8.42,8,6.92,6.57,7.12,7.19,Upgrade
Other Operating Expenses,1.34,1.48,1.46,0.91,0.84,0.93,0.81,0.34,0.79,0.86,0.64,0.67,0.89,0.64,0.32,0.78,0.92,0.68,0.87,0.9,1.05,0.86,0.87,0.95,1.21,1,1.19,1.01,1.38,1.14,1.28,0.95,0.72,0.93,0.66,1.1,0.97,1.18,0.9,0.96,Upgrade
Operating Expenses,11.29,11.43,11.82,10.76,10.4,10.3,10.91,10.02,10.44,10.18,9.37,9.13,9.82,9.76,9.17,9.52,9.71,9.65,9.42,10.16,9.99,10.28,10.21,10.32,10.5,10.4,11.32,10.65,11.11,9.79,9.44,9.36,9.1,8.97,9.08,9.1,7.88,7.75,8.01,8.15,Upgrade
Operating Income,5.74,5.99,7.3,6.35,5.77,5.59,5.14,4.83,5.21,4.97,7.22,4.65,4.11,4.11,4.41,3.66,3.49,3.48,3.63,3.32,2.79,2.46,2.55,2.21,1.83,2.34,2.03,2.9,2.86,2.52,2.94,3.08,3.28,3.45,3.12,3.6,2.06,2.62,2.32,2.4,Upgrade
Other Expense / Income,-,-,-,-,-,-,0.25,-,-,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,5.74,5.99,7.3,6.35,5.77,5.59,4.89,4.83,5.21,4.97,4.72,4.65,4.11,4.11,4.41,3.66,3.49,3.48,3.63,3.32,2.79,2.46,2.55,2.21,1.83,2.34,2.03,2.9,2.86,2.52,2.94,3.08,3.28,3.45,3.12,3.6,2.06,2.62,2.32,2.4,Upgrade
Income Tax,1.05,1.13,1.48,1.31,1.18,0.97,0.97,0.8,0.87,0.83,0.9,0.88,0.71,0.7,0.7,0.61,0.63,0.47,0.54,0.5,0.53,4.09,0.54,0.45,0.2,0.4,0.5,0.79,0.73,0.57,0.64,0.62,0.85,0.85,0.75,0.98,0.55,0.62,0.29,0.52,Upgrade
Net Income,4.69,4.87,5.83,5.04,4.59,4.61,3.92,4.03,4.34,4.14,3.82,3.78,3.41,3.41,3.71,3.05,2.86,3.01,3.09,2.82,2.26,-1.64,2.01,1.76,1.63,1.94,1.53,2.11,2.13,1.96,2.31,2.46,2.43,2.6,2.37,2.63,1.5,2,2.03,1.88,Upgrade
Net Income Growth,2.03%,5.48%,48.51%,25.16%,5.81%,11.56%,2.64%,6.59%,27.38%,21.26%,3.07%,23.96%,19.17%,13.33%,20.19%,8.01%,26.34%,-,53.56%,60.10%,38.75%,-,31.39%,-16.57%,-23.39%,-1.02%,-33.69%,-14.04%,-12.46%,-24.61%,-2.78%,-6.44%,61.92%,29.54%,16.96%,39.98%,-26.37%,-30.39%,-,136.27%,Upgrade
