Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,57.48,58.4,62.66,59.17,55.15,54.72,55.56,56.7,54.76,55.58,51.28,45.2,43.03,49.75,49.31,49.21,48.53,49.37,47.45,45.56,42.8,43.04,43.67,42.11,40.12,38.49,38.74,37.34,35.63,35.52,34.61,33.78,33.5,33.27,33.84,33.15,32.11,32.18,30.78,29.48,Upgrade
Revenue Growth (YoY),4.23%,6.73%,12.78%,4.35%,0.71%,-1.55%,8.34%,25.45%,27.25%,11.71%,3.99%,-8.16%,-11.34%,0.78%,3.92%,8.03%,13.39%,14.71%,8.66%,8.18%,6.68%,11.80%,12.73%,12.77%,12.62%,8.37%,11.91%,10.55%,6.36%,6.78%,2.30%,1.90%,4.32%,3.39%,9.92%,12.43%,11.72%,19.52%,8.43%,7.36%,Upgrade
Gross Profit,57.48,58.4,62.66,59.17,55.15,54.72,55.56,56.7,54.76,55.58,51.28,45.2,43.03,49.75,49.31,49.21,48.53,49.37,47.45,45.56,42.8,43.04,43.67,42.11,40.12,38.49,38.74,37.34,35.63,35.52,34.61,33.78,33.5,33.27,33.84,33.15,32.11,32.18,30.78,29.48,Upgrade
"Selling, General & Admin",22.63,20.77,20.49,20.79,20.21,19.35,19.36,21.05,20.72,19.36,17.37,16.08,16.63,17.03,17.69,16.79,17.07,17.12,17.13,15.94,16.72,15.31,16.2,15.32,16.02,14.1,14.76,14.16,13.29,13.28,13.12,12.71,13.2,12.88,12.97,12.54,13.32,13.58,12.47,11.61,Upgrade
Other Operating Expenses,6.81,6.66,7.41,7.12,6.76,5.58,6.61,5.6,6.03,5.55,5.75,5,5.46,5.09,5.05,5.3,5.41,5.41,5.08,4.37,4.48,4.32,4.07,4.03,4.03,4.29,4,4.28,4.1,4.08,4.09,4.03,3.7,3.75,3.69,3.54,3.47,2.94,3.8,3.48,Upgrade
Operating Expenses,29.43,27.43,27.89,27.91,26.97,24.93,25.97,26.65,26.75,24.91,23.13,21.08,22.09,22.12,22.74,22.09,22.47,22.52,22.2,20.3,21.2,19.63,20.27,19.35,20.05,18.39,18.76,18.45,17.38,17.36,17.21,16.74,16.9,16.63,16.66,16.08,16.79,16.53,16.27,15.09,Upgrade
Operating Income,28.05,30.96,34.76,31.26,28.18,29.79,29.59,30.05,28.01,30.66,28.15,24.12,20.94,27.63,26.57,27.12,26.06,26.84,25.25,25.25,21.6,23.41,23.4,22.76,20.07,20.1,19.98,18.89,18.24,18.16,17.41,17.04,16.59,16.64,17.18,17.06,15.32,15.65,14.52,14.39,Upgrade
Pretax Income,28.05,30.96,34.76,31.26,28.18,29.79,29.59,30.05,28.01,30.66,28.15,24.12,20.94,27.63,26.57,27.12,26.06,26.84,25.25,25.25,21.6,23.41,23.4,22.76,20.07,20.1,19.98,18.89,18.24,18.16,17.41,17.04,16.59,16.64,17.18,17.06,15.32,15.65,14.52,14.39,Upgrade
Income Tax,3.77,4.99,6.24,5.58,4.54,5.51,5.47,5.71,5.03,6.07,5.38,4.45,3.64,5.43,5.12,5.41,4.38,5.48,4.68,5.11,3.26,11.78,7.57,7.39,5.56,6.58,6.5,6.09,5.96,5.88,5.84,5.66,5.46,5.57,5.67,5.75,5.41,5.06,4.75,5.15,Upgrade
Net Income,24.28,25.98,28.53,25.67,23.64,24.28,24.12,24.35,22.98,24.59,22.78,19.67,17.3,22.2,21.45,21.71,21.68,21.36,20.57,20.14,18.34,11.63,15.83,15.36,14.51,13.52,13.48,12.8,12.28,12.29,11.57,11.38,11.14,11.07,11.51,11.31,9.91,10.59,9.77,9.24,Upgrade
Net Income Growth,2.69%,6.98%,18.27%,5.44%,2.87%,-1.26%,5.90%,23.78%,32.86%,10.78%,6.16%,-9.41%,-20.21%,3.91%,4.30%,7.80%,18.25%,83.74%,29.98%,31.10%,26.33%,-14.01%,17.40%,20.00%,18.20%,10.06%,16.56%,12.50%,10.26%,10.98%,0.47%,0.60%,12.35%,4.55%,17.83%,22.48%,7.20%,23.09%,4.51%,4.73%,Upgrade
Shares Outstanding (Basic),26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,Upgrade
Shares Outstanding (Diluted),26,26,26,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,Upgrade
Shares Change,0.20%,0.26%,0.39%,0.37%,0.55%,0.84%,0.58%,0.52%,-0.72%,-1.40%,-1.20%,-1.18%,0.27%,0.19%,0.20%,0.25%,-0.12%,0.08%,0.35%,0.35%,0.39%,0.57%,0.78%,0.88%,1.06%,0.96%,0.74%,0.66%,0.57%,0.45%,0.43%,0.48%,0.45%,0.15%,0.85%,1.16%,1.13%,1.66%,0.88%,0.57%,Upgrade
EPS (Basic),0.95,1.02,1.12,1.00,0.93,0.95,0.95,0.96,0.90,0.97,0.89,0.77,0.68,0.86,0.84,0.85,0.85,0.85,0.81,0.80,0.73,0.46,0.63,0.61,0.58,0.54,0.54,0.51,0.49,0.49,0.46,0.46,0.45,0.45,0.47,0.45,0.40,0.43,0.39,0.37,Upgrade
EPS (Diluted),0.94,1.01,1.11,1.00,0.92,0.95,0.94,0.95,0.90,0.97,0.89,0.77,0.67,0.86,0.83,0.85,0.84,0.83,0.80,0.78,0.71,0.45,0.62,0.60,0.57,0.53,0.53,0.50,0.48,0.49,0.46,0.45,0.44,0.44,0.46,0.45,0.39,0.42,0.39,0.37,Upgrade
EPS Growth,2.17%,6.32%,18.09%,5.26%,2.22%,-2.06%,5.62%,23.38%,34.33%,12.79%,7.23%,-9.41%,-20.24%,3.61%,3.75%,8.97%,18.31%,84.44%,29.03%,30.00%,24.56%,-15.09%,16.98%,20.00%,18.75%,8.16%,15.22%,11.11%,9.09%,11.36%,0%,-0.66%,11.96%,4.76%,17.05%,21.45%,5.36%,21.04%,3.42%,3.61%,Upgrade
Free Cash Flow Per Share,0.99,1.31,1.66,1.65,1.83,1.06,0.98,1.34,0.85,1.00,0.75,0.80,0.68,1.02,0.97,0.76,0.85,1.09,1.10,0.66,1.00,0.90,0.63,0.42,0.73,0.46,0.42,0.59,0.62,0.36,0.60,0.32,0.60,0.49,0.50,0.40,0.56,0.45,0.61,0.27,Upgrade
