Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,116.4,118.02,134.33,112.14,113.95,120.91,112.04,119.13,119.68,141.14,106.56,99.93,93.62,101.45,103.27,96.74,87.3,93.16,88.8,86.6,91.49,86.9,81.81,75.9,77.03,90.91,86.43,73.58,76.3,77.82,75.5,74.09,72.78,85.48,71.6,77.49,73.35,73.76,69.86,73.34,Upgrade
Revenue Growth (YoY),2.15%,-2.39%,19.90%,-5.87%,-4.79%,-14.33%,5.14%,19.22%,27.84%,39.12%,3.19%,3.29%,7.23%,8.89%,16.30%,11.71%,-4.58%,7.21%,8.55%,14.10%,18.77%,-4.41%,-5.36%,3.14%,0.96%,16.82%,14.48%,-0.69%,4.84%,-8.96%,5.44%,-4.38%,-0.79%,15.88%,2.50%,5.67%,-0.78%,7.06%,17.53%,3.36%,Upgrade
Gross Profit,116.4,118.02,134.33,112.14,113.95,120.91,112.04,119.13,119.68,141.14,106.56,99.93,93.62,101.45,103.27,96.74,87.3,93.16,88.8,86.6,91.49,86.9,81.81,75.9,77.03,90.91,86.43,73.58,76.3,77.82,75.5,74.09,72.78,85.48,71.6,77.49,73.35,73.76,69.86,73.34,Upgrade
"Selling, General & Admin",70.61,71.76,73.38,64.37,62.74,70.81,63.24,62.33,62.34,68.3,64.49,59.37,58.47,63.55,61.13,64.56,52.09,55.47,54.88,48.72,49.87,48.03,45.92,45.35,44.62,50.45,43.12,41.41,42.53,43.24,43.04,39.89,40.41,41.49,42.06,43.18,40.75,44.75,39.63,39.44,Upgrade
Other Operating Expenses,4.61,4.85,8.34,4.51,3.44,4.02,4.14,7.97,4.42,6.23,4.24,4.31,6.66,6.04,3.86,4.58,3.73,6.18,3.44,2.86,3.34,4.74,4.42,3.27,3.23,5.43,2.74,3.1,6.44,4.17,3.61,3.9,4.26,8.29,3.26,2.14,4.06,-1.54,4.15,7.13,Upgrade
Operating Expenses,75.23,76.61,81.72,68.88,66.18,74.83,67.38,70.3,66.76,74.53,68.73,63.68,65.13,69.6,64.99,69.14,55.82,61.65,58.32,51.58,53.2,52.77,50.35,48.61,47.85,55.88,45.86,44.51,48.97,47.41,46.65,43.78,44.67,49.78,45.32,45.32,44.8,43.22,43.79,46.57,Upgrade
Operating Income,41.18,41.4,52.62,43.26,47.77,46.07,44.67,48.83,52.92,66.61,37.83,36.24,28.49,31.85,38.28,27.6,31.48,31.51,30.48,35.02,38.29,34.13,31.46,27.29,29.18,35.04,40.57,29.08,27.33,30.41,28.85,30.31,28.1,35.7,26.28,32.18,28.55,30.55,26.07,26.77,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,10.53,-,-,-,0.61,-,-,-,0.2,-,-,-,-,-,-,-,5.55,-,-,-,0.53,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,41.18,41.4,52.62,43.26,47.77,46.07,44.67,48.83,52.92,56.08,37.83,36.24,28.49,31.24,38.28,27.6,31.48,31.32,30.48,35.02,38.29,34.13,31.46,27.29,29.18,29.48,40.57,29.08,27.33,29.88,28.85,30.31,28.1,35.7,26.28,32.18,28.55,30.55,26.07,26.77,Upgrade
Income Tax,7.44,8.32,10.55,8.94,8.89,9.52,9.23,9.7,10.09,10.88,6.98,6.74,6.11,7.3,7.13,5.44,6.03,5.06,5.72,6.78,7.17,11.29,9.35,8.25,8.92,9.48,13.12,9.08,8.64,8.99,8.81,9.27,9.06,11.4,8.01,10.37,8.97,13.45,7.04,6.73,Upgrade
