Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+41 Quarters
Revenue,31.22,37.08,32.92,33.47,29.85,41.78,40.67,34.24,29.35,34.05,26.78,57.38,25.88,30.39,29.07,40.32,22.44,22.41,22.97,22.85,20.03,20.8,21.48,21.94,18.61,20.23,22.18,21.47,18.68,16.33,16.84,17.51,18.29,9.64,12.86,13.37,12.23,11.4,12.43,12.96,Upgrade
Revenue Growth (YoY),4.60%,-11.25%,-19.06%,-2.25%,1.71%,22.70%,51.87%,-40.32%,13.38%,12.04%,-7.90%,42.31%,15.36%,35.59%,26.59%,76.48%,12.02%,7.73%,6.94%,4.13%,7.62%,2.82%,-3.17%,2.19%,-0.37%,23.91%,31.75%,22.59%,2.16%,69.43%,30.96%,30.96%,49.49%,-15.46%,3.40%,3.22%,12.77%,48.66%,134.52%,170.91%,Upgrade
Gross Profit,31.22,37.08,32.92,33.47,29.85,41.78,40.67,34.24,29.35,34.05,26.78,57.38,25.88,30.39,29.07,40.32,22.44,22.41,22.97,22.85,20.03,20.8,21.48,21.94,18.61,20.23,22.18,21.47,18.68,16.33,16.84,17.51,18.29,9.64,12.86,13.37,12.23,11.4,12.43,12.96,Upgrade
"Selling, General & Admin",23.56,22.77,25.43,26.01,23.4,25.24,22.94,20,16.67,16.81,15.45,29.74,21.45,21.36,20.66,17.67,15.77,15.21,15.7,16.54,14.26,15.38,15.43,16.14,13.89,14.27,16.38,15.73,13.96,12.69,13.13,12.56,13.04,8.22,10.52,10.54,9.36,10.68,9.36,9.07,Upgrade
Other Operating Expenses,4.76,5.98,4.54,3.81,3.86,3.86,2.89,3.41,2.45,4.08,2.82,3.59,3.21,3.63,2.72,2.72,2.67,3.27,2.71,2.71,2.48,2.34,2.54,2.36,2.43,2.55,2.36,2.02,2.04,1.98,1.63,1.99,1.92,1.74,1.7,1.65,1.48,-0.02,2.22,1.91,Upgrade
Operating Expenses,28.32,28.74,29.97,29.82,27.26,29.1,25.83,23.4,19.12,20.89,18.27,33.33,24.66,24.98,23.38,20.39,18.45,18.47,18.42,19.25,16.74,17.71,17.97,18.5,16.32,16.81,18.74,17.76,15.99,14.67,14.76,14.55,14.96,9.96,12.22,12.19,10.84,10.66,11.58,10.98,Upgrade
Operating Income,2.9,8.34,2.95,3.65,2.59,12.68,14.84,10.84,10.23,13.16,8.51,24.04,1.23,5.41,5.69,19.93,3.99,3.94,4.55,3.6,3.29,3.09,3.51,3.44,2.3,3.42,3.44,3.71,2.69,1.67,2.08,2.97,3.33,-0.32,0.64,1.18,1.4,0.74,0.85,1.97,Upgrade
Other Expense / Income,-8.9,-0.14,-0.16,-0.17,-0.95,-0.16,-0.15,-0.08,-0.03,-,-,-,-,-,0.02,-0.45,-,-,-,-,-,-,-,-,-,-,-,-4.04,0.05,-0.15,0.1,0.17,-,0.58,-,-,-,-,-,-,Upgrade
Pretax Income,11.81,8.48,3.12,3.82,3.54,12.84,14.99,10.92,10.25,13.16,8.51,24.04,1.23,5.41,5.67,20.37,3.99,3.94,4.55,3.6,3.29,3.09,3.51,3.44,2.3,3.42,3.44,7.75,2.64,1.81,1.98,2.79,3.33,-0.89,0.64,1.18,1.4,0.74,0.85,1.97,Upgrade
Income Tax,0.47,1.97,0.4,0.86,0.68,2.88,3.16,1.67,2.17,1.32,2.02,6.01,0.18,1.31,1.35,5,0.8,0.94,0.97,0.77,0.7,1.67,1.19,1.18,0.72,1.11,1.13,1.25,0.85,0.41,0.57,0.89,1.23,-0.31,0.1,0.22,0.24,0.15,0.09,0.49,Upgrade
