Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+71 Quarters
Revenue,542.72,503.01,496.51,420.33,457.98,420.44,431.89,424.26,493.75,416.58,401.5,290.07,321.72,366.27,369.16,339.78,333.02,319,336.45,328.36,302.42,292.37,287.82,285.49,256.14,268.7,261.67,250.94,232.23,223.24,222.17,224.42,210.35,205.24,203.76,196.62,187.66,184.82,185.33,184.44,Upgrade
Revenue Growth (YoY),18.50%,19.64%,14.96%,-0.93%,-7.24%,0.93%,7.57%,46.26%,53.47%,13.73%,8.76%,-14.63%,-3.39%,14.82%,9.72%,3.48%,10.12%,9.11%,16.90%,15.02%,18.07%,8.81%,10.00%,13.77%,10.30%,20.37%,17.78%,11.82%,10.40%,8.77%,9.04%,14.14%,12.10%,11.05%,9.94%,6.61%,8.85%,3.59%,4.87%,16.35%,Upgrade
Gross Profit,542.72,503.01,496.51,420.33,457.98,420.44,431.89,424.26,493.75,416.58,401.5,290.07,321.72,366.27,369.16,339.78,333.02,319,336.45,328.36,302.42,292.37,287.82,285.49,256.14,268.7,261.67,250.94,232.23,223.24,222.17,224.42,210.35,205.24,203.76,196.62,187.66,184.82,185.33,184.44,Upgrade
"Selling, General & Admin",216.62,220.3,218.19,209.6,209.61,206.66,209.62,208.73,215.4,206.38,193.44,205.01,188.38,145.32,189.23,181.46,171.12,167.48,169.54,166.4,153.59,156.96,146.7,145.53,134.49,142.9,140.73,136.22,126.82,134.3,132.64,126.16,119.62,115.63,112.29,107.14,105.86,99.65,101.34,101.43,Upgrade
Other Operating Expenses,82.55,87.54,78.28,79.07,74.69,76.74,72.53,71.38,71.49,75.49,70.78,54.36,46.26,104.28,45.33,48.15,43.25,43.86,44.1,40.37,40.76,39.62,36.88,38.02,33.62,37.47,35.88,34.75,26.91,32.53,27.34,28.13,27.7,27.81,26.22,26.45,25.45,27.35,25.91,26.76,Upgrade
Operating Expenses,299.17,307.84,296.47,288.67,284.3,283.4,282.14,280.11,286.89,281.87,264.22,259.37,234.64,249.59,234.55,229.61,214.37,211.33,213.64,206.77,194.35,196.58,183.58,183.54,168.12,180.37,176.62,170.97,153.73,166.83,159.97,154.3,147.32,143.44,138.5,133.59,131.32,127,127.25,128.19,Upgrade
Operating Income,243.55,195.17,200.04,131.66,173.68,137.05,149.74,144.15,206.86,134.71,137.28,30.7,87.08,116.68,134.6,110.17,118.65,107.66,122.81,121.59,108.07,95.79,104.25,101.95,88.02,88.33,85.05,79.97,78.5,56.41,62.2,70.13,63.04,61.8,65.26,63.03,56.34,57.82,58.08,56.25,Upgrade
Pretax Income,243.55,195.17,200.04,131.66,173.68,137.05,149.74,144.15,206.86,134.71,137.28,30.7,87.08,116.68,134.6,110.17,118.65,107.66,122.81,121.59,108.07,95.79,104.25,101.95,88.02,88.33,85.05,79.97,78.5,56.41,62.2,70.13,63.04,61.8,65.26,63.03,56.34,57.82,58.08,56.25,Upgrade
Income Tax,63.35,50.36,57.08,37.15,46.29,38.29,40.61,39.04,53.71,33.51,29.97,9.04,24.27,30.72,35.48,28.71,29.5,28.01,30.87,32.01,26.09,27,38.62,37.05,29.64,33.72,31.94,29.93,29.39,20.9,23.84,26.3,23.98,23.67,25.03,24.49,21.84,22.53,22.52,21.94,Upgrade
Net Income,180.2,144.82,142.96,94.51,127.39,98.76,109.14,105.11,153.15,101.2,107.32,21.66,62.81,85.96,99.12,81.47,89.15,79.66,91.95,89.58,81.98,68.78,65.63,64.9,58.38,54.61,53.12,50.04,49.11,35.51,38.36,43.83,39.05,38.13,40.22,38.54,34.5,35.29,35.56,34.31,Upgrade
