Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+50 Quarters
Revenue,"17,045","13,334","20,480","13,021","11,855","16,424","21,641","15,917","16,952","16,029","15,425","12,115","13,464","19,223","15,105","15,388","15,091","18,432","16,148","14,655","13,757","16,265","16,313","13,441","13,670","13,050","16,961","14,439","14,329","14,256","13,599","13,712","15,552","15,725","12,380","13,146","12,854","9,939","11,310","10,041",Upgrade
Revenue Growth (YoY),43.78%,-18.81%,-5.36%,-18.19%,-30.07%,2.46%,40.30%,31.38%,25.91%,-16.62%,2.12%,-21.27%,-10.78%,4.29%,-6.46%,5.00%,9.70%,13.32%,-1.01%,9.03%,0.64%,24.64%,-3.82%,-6.91%,-4.60%,-8.46%,24.72%,5.30%,-7.86%,-9.34%,9.85%,4.31%,20.99%,58.22%,9.46%,30.92%,26.38%,-78.37%,-13.95%,-37.77%,Upgrade
Cost of Revenue,"11,604","9,285","17,374","10,070","9,070","9,890","15,920","9,522","9,482","11,071","10,017","10,813","9,321","13,527","9,495","10,592","10,360","13,650","10,787","10,946","8,553","11,633","9,728","9,766","8,580","9,642","11,548","9,645","8,583","10,245","7,855","8,965","9,253","13,249","8,961","8,355","8,001","7,624","7,578","7,863",Upgrade
Gross Profit,"5,441","4,049","3,106","2,951","2,785","6,534","5,721","6,395","7,470","4,958","5,408","1,302","4,143","5,696","5,610","4,796","4,731","4,782","5,361","3,709","5,204","4,632","6,585","3,675","5,090","3,408","5,413","4,794","5,746","4,011","5,744","4,747","6,299","2,476","3,419","4,791","4,853","2,315","3,732","2,178",Upgrade
"Selling, General & Admin","3,569","3,859","3,543","3,462","3,588","4,086","3,915","3,622","4,056","4,058","3,961","3,634","4,481","4,352","3,885","3,920","3,591","3,729","3,523","3,459","3,511","3,516","3,564","3,067","3,348","3,091","3,098","3,453","4,014","3,168","3,695","2,618","3,551","4,226","3,135","3,284","3,135","3,197","2,206","2,947",Upgrade
Other Operating Expenses,0,903,0,0,0,"1,060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,"3,569","4,762","3,543","3,462","3,588","5,146","3,915","3,622","4,056","4,058","3,961","3,634","4,481","4,352","3,885","3,920","3,591","3,729","3,523","3,459","3,511","3,516","3,564","3,067","3,348","3,091","3,098","3,453","4,014","3,168","3,695","2,618","3,551","4,226","3,135","3,284","3,135","3,197","2,206","2,947",Upgrade
Operating Income,"1,872",-713,-437,-511,-803,"1,388","1,806","2,773","3,414",900,"1,447","-2,332",-338,"1,344","1,725",876,"1,140","1,053","1,838",250,"1,693","1,116","3,021",608,"1,742",317,"2,315","1,341","1,732",843,"2,049","2,129","2,748","-1,750",284,"1,507","1,718",-882,"1,526",-769,Upgrade
Other Expense / Income,28,9,-5,43,-166,10,17,6,-50,169,10,-38,-9,-5,-25,6,-24,-7,-18,-15,-22,109,-17,-8,-22,-2,-13,-11,28,-2,-,44,13,3,6,13,7,31,2,20,Upgrade
Pretax Income,"1,844",-722,-432,-554,-637,"1,378","1,789","2,767","3,464",731,"1,437","-2,294",-329,"1,349","1,750",870,"1,164","1,060","1,856",265,"1,715","1,007","3,038",616,"1,764",319,"2,328","1,352","1,704",845,"2,049","2,085","2,735","-1,753",278,"1,494","1,711",-913,"1,524",-789,Upgrade
Income Tax,382,-164,-148,11,-144,170,259,609,636,-88,-50,115,-58,221,332,162,232,218,184,68,352,"-2,758",800,125,395,35,501,431,368,110,584,679,699,-294,-234,404,473,-453,497,-275,Upgrade
Net Income,"1,462",-558,-284,-565,-493,"1,208","1,530","2,158","2,828",819,"1,487","-2,409",-271,"1,128","1,418",708,932,842,"1,672",197,"1,363","3,765","2,238",491,"1,369",284,"1,827",921,"1,336",735,"1,465","1,406","2,036","-1,459",512,"1,090","1,238",-460,"1,027",-514,Upgrade
Net Income Growth,-,-,-,-,-,47.50%,2.89%,-,-,-27.39%,4.87%,-,-,33.97%,-15.19%,259.39%,-31.62%,-77.64%,-25.29%,-59.88%,-0.44%,1225.70%,22.50%,-46.69%,2.47%,-61.36%,24.71%,-34.50%,-34.38%,-,186.13%,28.99%,64.46%,-,-50.15%,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),366,368,372,375,376,378,386,394,397,396,395,395,397,402,402,406,409,413,417,420,422,424,427,429,430,430,437,442,452,449,451,453,458,456,458,460,463,461,463,464,Upgrade
Shares Change,-2.66%,-2.65%,-3.63%,-4.82%,-5.29%,-4.55%,-2.28%,-0.25%,-,-1.49%,-1.74%,-2.71%,-2.93%,-2.66%,-3.60%,-3.33%,-3.08%,-2.59%,-2.34%,-2.10%,-1.86%,-1.40%,-2.29%,-2.94%,-4.87%,-4.23%,-3.10%,-2.43%,-1.31%,-1.54%,-1.53%,-1.52%,-1.08%,-1.08%,-1.08%,-0.86%,-0.43%,-0.22%,-0.22%,-0.64%,Upgrade
EPS (Basic),3.94,-1.52,-0.78,-1.53,-1.33,3.21,3.92,5.44,7.02,2.06,3.72,-6.12,-0.70,2.78,3.47,1.73,2.25,2.02,3.97,0.46,3.19,8.73,5.19,1.13,3.14,0.69,4.14,2.06,2.97,1.63,3.22,3.07,4.44,-2.64,1.00,2.26,2.63,-0.94,2.07,-1.12,Upgrade
EPS (Diluted),3.93,-1.52,-0.78,-1.53,-1.33,3.19,3.90,5.40,6.98,2.06,3.70,-6.12,-0.70,2.76,3.44,1.71,2.22,1.99,3.90,0.46,3.14,8.57,5.09,1.12,3.09,0.69,4.07,2.04,2.93,1.61,3.16,3.03,4.37,-2.57,0.99,2.22,2.59,-0.94,2.04,-1.12,Upgrade
EPS Growth,-,-,-,-,-,54.85%,5.41%,-,-,-25.36%,7.56%,-,-,38.69%,-11.79%,271.74%,-29.30%,-76.78%,-23.38%,-58.93%,1.62%,1142.03%,25.06%,-45.10%,5.46%,-57.14%,28.80%,-32.67%,-32.95%,-,219.19%,36.49%,68.73%,-,-51.47%,-,-,-,-,-,Upgrade
Free Cash Flow Per Share,3.67,-1.69,11.50,4.00,0.00,8.82,14.03,11.06,-8.30,-11.40,-1.51,-3.26,37.19,9.91,18.20,12.90,7.54,27.59,8.62,10.41,5.45,11.02,9.54,7.14,3.83,-5.11,8.12,16.28,14.00,4.70,18.52,-4.53,12.07,17.49,12.81,7.77,4.27,6.42,6.69,4.74,Upgrade
Dividend Per Share,1.250,1.200,1.200,1.200,1.200,1.150,1.150,1.150,1.150,1.100,1.100,1.100,1.100,1.000,1.000,1.000,1.000,0.900,0.900,0.900,0.900,0.750,0.750,0.750,0.750,0.700,0.700,0.700,0.700,0.700,0.580,0.580,0.580,0.580,0.530,0.530,0.530,0.530,0.400,0.400,Upgrade
Dividend Growth,4.17%,4.35%,4.35%,4.35%,4.35%,4.55%,4.55%,4.55%,4.55%,10.00%,10.00%,10.00%,10.00%,11.11%,11.11%,11.11%,11.11%,20.00%,20.00%,20.00%,20.00%,7.14%,7.14%,7.14%,7.14%,0%,20.69%,20.69%,20.69%,20.69%,9.43%,9.43%,9.43%,9.43%,32.50%,32.50%,32.50%,-66.88%,-,-,Upgrade
Gross Margin,31.92%,30.37%,15.17%,22.66%,23.49%,39.78%,26.44%,40.18%,44.07%,30.93%,35.06%,10.75%,30.77%,29.63%,37.14%,31.17%,31.35%,25.94%,33.20%,25.31%,37.83%,28.48%,40.37%,27.34%,37.23%,26.11%,31.91%,33.20%,40.10%,28.14%,42.24%,34.62%,40.50%,15.75%,27.62%,36.44%,37.75%,23.29%,33.00%,21.69%,Upgrade
Operating Margin,10.98%,-5.35%,-2.13%,-3.92%,-6.77%,8.45%,8.35%,17.42%,20.14%,5.61%,9.38%,-19.25%,-2.51%,6.99%,11.42%,5.69%,7.55%,5.71%,11.38%,1.71%,12.31%,6.86%,18.52%,4.52%,12.74%,2.43%,13.65%,9.29%,12.09%,5.91%,15.07%,15.53%,17.67%,-11.13%,2.29%,11.46%,13.37%,-8.87%,13.49%,-7.66%,Upgrade
Profit Margin,8.58%,-4.18%,-1.39%,-4.34%,-4.16%,7.36%,7.07%,13.56%,16.68%,5.11%,9.64%,-19.88%,-2.01%,5.87%,9.39%,4.60%,6.18%,4.57%,10.35%,1.34%,9.91%,23.15%,13.72%,3.65%,10.01%,2.18%,10.77%,6.38%,9.32%,5.16%,10.77%,10.25%,13.09%,-9.28%,4.14%,8.29%,9.63%,-4.63%,9.08%,-5.12%,Upgrade
Free Cash Flow Margin,7.88%,-4.66%,20.89%,11.53%,0.01%,20.29%,25.03%,27.39%,-19.45%,-28.16%,-3.88%,-10.62%,109.67%,20.73%,48.43%,34.05%,20.44%,61.83%,22.25%,29.85%,16.73%,28.74%,24.98%,22.79%,12.06%,-16.84%,20.93%,49.84%,44.16%,14.81%,61.44%,-14.97%,35.55%,50.71%,47.39%,27.20%,15.40%,29.80%,27.38%,21.90%,Upgrade
Effective Tax Rate,20.72%,-,-,-,-,12.34%,14.48%,22.01%,18.36%,-12.04%,-3.48%,-,-,16.38%,18.97%,18.62%,19.93%,20.57%,9.91%,25.66%,20.52%,-273.88%,26.33%,20.29%,22.39%,10.97%,21.52%,31.88%,21.60%,13.02%,28.50%,32.57%,25.56%,-,-84.17%,27.04%,27.64%,-,32.61%,-,Upgrade
EBITDA,"1,885",-660,-558,-384,-622,"1,495","1,831","2,782","3,494",740,"1,502","-2,240",0,"1,457","2,191",761,"1,184","1,176","1,853",335,"1,693",958,"3,202",773,"1,714",235,"2,306","1,609","1,871",832,"2,223","1,867","2,905","-1,576",553,"1,632","1,752",-840,"1,701",-737,Upgrade
EBITDA Margin,11.06%,-4.95%,-2.72%,-2.95%,-5.25%,9.10%,8.46%,17.48%,20.61%,4.62%,9.74%,-18.49%,-,7.58%,14.51%,4.95%,7.85%,6.38%,11.48%,2.29%,12.31%,5.89%,19.63%,5.75%,12.54%,1.80%,13.60%,11.14%,13.06%,5.84%,16.35%,13.62%,18.68%,-10.02%,4.47%,12.41%,13.63%,-8.45%,15.04%,-7.34%,Upgrade
Depreciation & Amortization,41,62,-126,170,15,117,42,15,30,9,65,54,329,108,441,-109,20,116,-3,70,-22,-49,164,157,-50,-84,-22,257,167,-13,174,-218,170,177,275,138,41,73,177,52,Upgrade
EBIT,"1,844",-722,-432,-554,-637,"1,378","1,789","2,767","3,464",731,"1,437","-2,294",-329,"1,349","1,750",870,"1,164","1,060","1,856",265,"1,715","1,007","3,038",616,"1,764",319,"2,328","1,352","1,704",845,"2,049","2,085","2,735","-1,753",278,"1,494","1,711",-913,"1,524",-789,Upgrade
EBIT Margin,10.82%,-5.41%,-2.11%,-4.25%,-5.37%,8.39%,8.27%,17.38%,20.43%,4.56%,9.32%,-18.94%,-2.44%,7.02%,11.59%,5.65%,7.71%,5.75%,11.49%,1.81%,12.47%,6.19%,18.62%,4.58%,12.90%,2.44%,13.73%,9.36%,11.89%,5.93%,15.07%,15.21%,17.59%,-11.15%,2.25%,11.36%,13.31%,-9.19%,13.47%,-7.86%,Upgrade
