Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,260.17,263.92,265.7,260.32,240.94,245.14,258.04,258.26,283.39,269.35,304.35,213.08,151.21,172.66,179.11,184.93,170.4,170.71,175.65,178.93,170.06,180.64,181.23,168.5,121.87,124.09,123.1,113.03,110.64,108.96,108.95,109.68,107.59,113.66,107.34,106.73,107.01,75.57,81.19,80.34,Upgrade
Revenue Growth (YoY),7.98%,7.66%,2.97%,0.80%,-14.98%,-8.99%,-15.22%,21.20%,87.42%,56.00%,69.93%,15.22%,-11.26%,1.14%,1.97%,3.36%,0.20%,-5.50%,-3.08%,6.19%,39.54%,45.58%,47.22%,49.08%,10.15%,13.88%,12.99%,3.05%,2.84%,-4.14%,1.50%,2.77%,0.54%,50.41%,32.21%,32.84%,33.79%,-4.37%,-1.35%,-2.27%,Upgrade
Gross Profit,260.17,263.92,265.7,260.32,240.94,245.14,258.04,258.26,283.39,269.35,304.35,213.08,151.21,172.66,179.11,184.93,170.4,170.71,175.65,178.93,170.06,180.64,181.23,168.5,121.87,124.09,123.1,113.03,110.64,108.96,108.95,109.68,107.59,113.66,107.34,106.73,107.01,75.57,81.19,80.34,Upgrade
"Selling, General & Admin",129.8,130.69,129.94,136.31,134.29,145.52,136.29,132.7,139.73,146.9,153.59,143.08,97.21,93.85,93.25,90.6,84.23,85.93,88.38,89.53,87.19,91.98,91.95,109.4,59.21,58.65,58.87,59.62,54.92,55.48,54.43,54.2,54.1,56.91,53.55,53.65,57.08,43.48,45.18,44.32,Upgrade
Other Operating Expenses,7.62,6.86,7.25,4.87,4.89,6.26,5.99,6.27,9.2,9.25,7.62,6.29,3.92,3.05,2.88,4.49,5.2,5.08,4.94,3.88,3.26,3.79,4.7,2.74,3.63,3.86,3.91,5.23,3.14,3.14,3.26,3.54,3.56,5.15,4.15,3.46,3.94,3.18,3.41,4.23,Upgrade
Operating Expenses,137.42,137.54,137.2,141.17,139.18,151.78,142.28,138.97,148.93,156.15,161.21,149.37,101.13,96.9,96.13,95.09,89.43,91,93.32,93.41,90.45,95.78,96.65,112.14,62.84,62.51,62.78,64.86,58.06,58.62,57.68,57.73,57.66,62.05,57.69,57.1,61.03,46.66,48.59,48.55,Upgrade
Operating Income,122.76,126.37,128.5,119.14,101.76,93.36,115.76,119.29,134.46,113.2,143.14,63.71,50.07,75.76,82.98,89.84,80.97,79.71,82.34,85.52,79.61,84.87,84.57,56.36,59.03,61.58,60.33,48.17,52.59,50.34,51.26,51.95,49.93,51.61,49.64,49.62,45.98,28.91,32.6,31.8,Upgrade
Other Expense / Income,-,-,-,-,-,0.02,-,-,-,-,10.39,-,-,-,-,5.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.97,-,-,-,-,-,-,Upgrade
Pretax Income,122.76,126.37,128.5,119.14,101.76,93.34,115.76,119.29,134.46,113.2,132.76,63.71,50.07,75.76,82.98,84.74,80.97,79.71,82.34,85.52,79.61,84.87,84.57,56.36,59.03,61.58,60.33,48.17,52.59,50.34,51.26,51.95,49.93,49.64,49.64,49.62,45.98,28.91,32.6,31.8,Upgrade
Income Tax,24.45,26.61,25.92,23.53,20.1,19.49,23.6,24.46,27.57,20.83,28.97,11.02,9.89,12.47,17.01,17.53,17.33,15.76,17.93,19.24,17.9,66.89,27.84,19.3,20.22,22.47,18.85,16.38,17.88,16.86,16.22,17.15,15.3,16.38,16.38,16.38,15.86,9.25,10.43,9.58,Upgrade
