Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,27.33,28.19,27.72,28.13,28.29,29.79,27.16,22.82,22.36,21.27,20.3,16.18,15.27,16.07,16.47,15.65,12.56,12.79,12.45,12.45,12.54,12.38,12.27,12.21,11.53,11.96,11.84,11.52,11.27,11.88,11.48,11.48,11.05,11.91,11.65,11.29,10.93,11.43,10.1,10.3,Upgrade
Revenue Growth (YoY),-3.40%,-5.37%,2.09%,23.25%,26.53%,40.04%,33.80%,41.00%,46.39%,32.40%,23.22%,3.44%,21.61%,25.65%,32.32%,25.72%,0.18%,3.24%,1.48%,1.92%,8.76%,3.53%,3.62%,5.96%,2.24%,0.71%,3.13%,0.41%,2.01%,-0.27%,-1.44%,1.62%,1.13%,4.22%,15.29%,9.69%,11.93%,8.21%,-2.70%,8.12%,Upgrade
Gross Profit,27.33,28.19,27.72,28.13,28.29,29.79,27.16,22.82,22.36,21.27,20.3,16.18,15.27,16.07,16.47,15.65,12.56,12.79,12.45,12.45,12.54,12.38,12.27,12.21,11.53,11.96,11.84,11.52,11.27,11.88,11.48,11.48,11.05,11.91,11.65,11.29,10.93,11.43,10.1,10.3,Upgrade
"Selling, General & Admin",15.22,15.23,14.68,17.38,15.66,16.56,14.1,11.94,11.86,11.78,10.9,9.43,9.45,9.38,9.15,7.44,6.4,6.19,6.16,5.98,5.97,8.37,5.82,5.87,5.75,8.42,5.75,5.6,5.44,7.7,5.42,5.42,5.46,7.92,5.48,5.31,5.43,7.57,5.15,5.08,Upgrade
Other Operating Expenses,5.94,6.6,6.69,7.1,6.15,7.96,7.11,5.53,3.92,3.58,4.49,3.67,3.62,3.36,4.2,5.58,2.63,2.89,2.92,2.62,2.57,0.08,2.56,2.75,2.66,0.41,2.9,2.75,2.8,1.08,2.91,2.9,2.83,1.37,3.05,2.99,3.43,1.43,3.34,3.66,Upgrade
Operating Expenses,21.17,21.83,21.37,24.48,21.81,24.51,21.21,17.47,15.78,15.36,15.39,13.1,13.07,12.74,13.36,13.01,9.03,9.09,9.08,8.6,8.54,8.45,8.38,8.62,8.41,8.83,8.65,8.35,8.24,8.78,8.34,8.32,8.29,9.29,8.53,8.29,8.87,9,8.49,8.74,Upgrade
Operating Income,6.16,6.36,6.36,3.65,6.49,5.28,5.95,5.36,6.58,5.91,4.91,3.09,2.21,3.33,3.12,2.63,3.53,3.7,3.37,3.84,4,3.93,3.89,3.59,3.12,3.13,3.19,3.17,3.04,3.09,3.15,3.16,2.77,2.62,3.11,3,2.06,2.43,1.62,1.56,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,0.93,0.28,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,6.16,6.36,6.36,3.65,6.49,5.28,5.95,5.36,6.58,5.91,3.98,2.81,1.93,3.33,3.12,2.63,3.53,3.7,3.37,3.84,4,3.93,3.89,3.59,3.12,3.13,3.19,3.17,3.04,3.09,3.15,3.16,2.77,2.62,3.11,3,2.06,2.43,1.62,1.56,Upgrade
Income Tax,1.12,0.81,1.11,0.23,1.16,1.12,0.36,1.36,1.66,1.01,0.88,0.6,0.33,0.57,0.6,0.53,0.7,0.74,0.68,0.78,0.81,3.35,1.27,1.16,1,0.94,0.93,1,0.98,0.99,0.95,0.97,0.88,0.64,1.03,0.99,0.61,0.8,0.54,0.57,Upgrade
