Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,20.49,22.88,23.68,22.33,22.4,24.45,20.86,20.11,20.65,18.67,17.75,16.74,18.74,16.95,16.51,16.31,15.67,16.08,15.24,14.95,15.04,15.17,14.7,14.17,13.82,13.32,13.62,13.58,13.32,12.96,13.29,12.51,12.86,12.35,13.31,12.19,11.64,11.56,11.33,11.49,Upgrade
Revenue Growth (YoY),-8.52%,-6.40%,13.51%,11.03%,8.51%,30.92%,17.53%,20.11%,10.18%,10.15%,7.52%,2.68%,19.60%,5.41%,8.34%,9.06%,4.17%,6.02%,3.67%,5.53%,8.84%,13.85%,7.88%,4.31%,3.76%,2.82%,2.54%,8.55%,3.56%,4.93%,-0.18%,2.62%,10.45%,6.83%,17.52%,6.12%,6.32%,8.24%,5.24%,4.32%,Upgrade
Gross Profit,20.49,22.88,23.68,22.33,22.4,24.45,20.86,20.11,20.65,18.67,17.75,16.74,18.74,16.95,16.51,16.31,15.67,16.08,15.24,14.95,15.04,15.17,14.7,14.17,13.82,13.32,13.62,13.58,13.32,12.96,13.29,12.51,12.86,12.35,13.31,12.19,11.64,11.56,11.33,11.49,Upgrade
"Selling, General & Admin",10.5,11.36,11.06,9.93,10.42,12.61,9.71,9.29,9.66,9.91,9.08,8.72,10.86,8.99,9.03,8.49,8.18,8.21,7.87,7.83,8.29,8.04,7.74,7.37,7.45,7.36,7.19,7.03,6.98,7.71,7.48,6.75,7.01,7.55,7.48,6.96,6.91,6.76,6.64,7.05,Upgrade
Other Operating Expenses,0.35,0.35,0.32,0.24,0.24,0.24,0.23,0.21,0.22,0.51,0.2,0.2,0.18,0.01,0.01,0.24,0.22,0.29,0.35,0.35,0.29,0.26,0.27,0.27,0.25,0.17,0.22,0.22,0.23,0.23,0.23,0.23,0.26,0.32,0.33,0.34,0.35,0.36,0.36,0.38,Upgrade
Operating Expenses,10.85,11.71,11.37,10.17,10.65,12.85,9.93,9.5,9.87,10.42,9.28,8.92,11.04,9,9.04,8.73,8.4,8.5,8.22,8.18,8.58,8.3,8.01,7.64,7.7,7.53,7.41,7.25,7.2,7.94,7.71,6.98,7.27,7.88,7.8,7.29,7.25,7.12,7.01,7.42,Upgrade
Operating Income,9.64,11.17,12.31,12.16,11.75,11.6,10.93,10.61,10.77,8.26,8.47,7.83,7.7,7.95,7.47,7.58,7.27,7.59,7.02,6.77,6.46,6.87,6.68,6.53,6.12,5.79,6.22,6.34,6.12,5.01,5.58,5.53,5.6,4.47,5.51,4.9,4.39,4.44,4.32,4.07,Upgrade
Pretax Income,9.64,11.17,12.31,12.16,11.75,11.6,10.93,10.61,10.77,8.26,8.47,7.83,7.7,7.95,7.47,7.58,7.27,7.59,7.02,6.77,6.46,6.87,6.68,6.53,6.12,5.79,6.22,6.34,6.12,5.01,5.58,5.53,5.6,4.47,5.51,4.9,4.39,4.44,4.32,4.07,Upgrade
Income Tax,1.67,1.97,2.22,2.16,2.05,2.05,1.92,1.83,1.85,1.29,1.38,1.26,1.2,1.26,1.18,1.18,1.11,1.22,1.09,1.04,0.96,1.78,1.7,1.64,1.48,1.47,1.66,1.71,1.62,1.25,1.39,1.46,1.42,1.05,1.4,1.16,0.96,0.94,0.96,0.83,Upgrade
Net Income,7.97,9.2,10.09,10,9.71,9.55,9.01,8.79,8.92,6.97,7.1,6.57,6.5,6.69,6.29,6.4,6.16,6.36,5.93,5.73,5.51,5.09,4.98,4.88,4.64,4.32,4.56,4.62,4.5,3.77,4.19,4.07,4.18,3.43,4.11,3.75,3.43,3.5,3.37,3.24,Upgrade
Net Income Growth,-17.87%,-3.66%,11.95%,13.77%,8.78%,36.96%,27.05%,33.76%,37.37%,4.25%,12.83%,2.72%,5.51%,5.08%,5.98%,11.53%,11.81%,25.11%,19.09%,17.43%,18.74%,17.73%,9.21%,5.60%,2.98%,14.62%,8.93%,13.50%,7.86%,10.01%,1.95%,8.73%,21.79%,-2.17%,22.08%,15.58%,20.03%,8.45%,4.41%,-2.44%,Upgrade
Shares Outstanding (Basic),11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,Upgrade
Shares Change,0.49%,0.42%,0.40%,0.37%,0.35%,0.44%,0.46%,0.55%,0.58%,0.44%,0.42%,0.35%,0.34%,0.36%,0.36%,0.35%,0.34%,0.30%,0.30%,0.30%,0.29%,0.33%,0.34%,0.38%,0.38%,0.38%,0.38%,0.35%,0.38%,0.27%,0.28%,0.29%,0.53%,0.49%,0.49%,0.47%,7.93%,8.28%,8.24%,8.30%,Upgrade
