Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"26,258","24,532","24,502","22,688","23,228","22,060","22,766","21,466","22,821","20,099","20,336","22,326","22,767","22,349","22,807","23,084","23,004","22,677","22,724","22,549","23,070","20,210","21,839","22,829","22,248","19,990","21,635","21,286","20,790","19,582","20,992","21,956","20,914","20,372","21,209","21,747","22,566","21,488","21,530","22,727",Upgrade
Revenue Growth (YoY),13.04%,11.21%,7.63%,5.69%,1.78%,9.76%,11.95%,-3.85%,0.24%,-10.07%,-10.83%,-3.28%,-1.03%,-1.45%,0.37%,2.37%,-0.29%,12.21%,4.05%,-1.23%,3.69%,1.10%,0.94%,7.25%,7.01%,2.08%,3.06%,-3.05%,-0.59%,-3.88%,-1.02%,0.96%,-7.32%,-5.19%,-1.49%,-4.31%,-2.72%,15.16%,5.39%,3.46%,Upgrade
Gross Profit,"26,258","24,532","24,502","22,688","23,228","22,060","22,766","21,466","22,821","20,099","20,336","22,326","22,767","22,349","22,807","23,084","23,004","22,677","22,724","22,549","23,070","20,210","21,839","22,829","22,248","19,990","21,635","21,286","20,790","19,582","20,992","21,956","20,914","20,372","21,209","21,747","22,566","21,488","21,530","22,727",Upgrade
"Selling, General & Admin","13,651","12,981","12,865","12,814","12,846","12,310","12,037","12,621","13,113","11,597","12,138","11,334","11,489","11,382","13,310","11,402","11,398","11,210","11,214","11,397","11,921","5,477","13,394","13,982","14,093","13,847","13,300","13,307","14,629","14,525","13,732","13,746","15,614","14,507","19,908","18,306","21,999","17,041","16,119","15,744",Upgrade
Other Operating Expenses,"2,587","2,562","2,438","2,459","2,473","2,421","2,403","2,424","2,402","2,330","2,263","2,076","1,986","1,857","1,859","1,866","1,826","1,864","1,800","1,827","1,921","7,571",0,0,0,-554,181,186,187,-632,207,212,213,228,234,235,239,266,270,274,Upgrade
Operating Expenses,"16,238","15,543","15,303","15,273","15,319","14,731","14,440","15,045","15,515","13,927","14,401","13,410","13,475","13,239","15,169","13,268","13,224","13,074","13,014","13,224","13,842","13,048","13,394","13,982","14,093","13,293","13,481","13,493","14,816","13,893","13,939","13,958","15,827","14,735","20,142","18,541","22,238","17,307","16,389","16,018",Upgrade
Operating Income,"10,020","8,989","9,199","7,415","7,909","7,329","8,326","6,421","7,306","6,172","5,935","8,916","9,292","9,110","7,638","9,816","9,780","9,603","9,710","9,325","9,228","7,162","8,445","8,847","8,155","6,697","8,154","7,793","5,974","5,689","7,053","7,998","5,087","5,637","1,067","3,206",328,"4,181","5,141","6,709",Upgrade
Other Expense / Income,931,"1,092",898,523,30,-489,-624,"-1,621","-1,860",53,"1,389","5,117","4,761",941,779,857,"1,013",905,716,827,834,"1,001",834,726,835,774,850,976,997,810,806,780,765,219,636,411,"1,009",336,296,"1,211",Upgrade
Pretax Income,"9,089","7,897","8,301","6,892","7,879","7,818","8,950","8,042","9,166","6,119","4,546","3,799","4,531","8,169","6,859","8,959","8,767","8,698","8,994","8,498","8,394","6,161","7,611","8,121","7,320","5,923","7,304","6,817","4,977","4,879","6,247","7,218","4,322","5,418",431,"2,795",-681,"3,845","4,845","5,498",Upgrade
Income Tax,928,765,"1,219",645,812,805,"1,259","-1,182","1,116",649,-335,266,521,"1,175","1,082","1,611","1,456","1,420","1,827","1,714","1,476","3,796","2,187","3,015","1,983","1,311","2,349","2,034","1,505","1,521","1,628","2,084","1,225","1,681",663,504,-405,406,"2,348","1,486",Upgrade
Net Income,"8,161","7,132","7,082","6,247","7,067","7,013","7,691","9,224","8,050","5,470","4,881","3,533","4,010","6,994","5,777","7,348","7,311","7,278","7,167","6,784","6,918","2,365","5,424","5,106","5,337","4,612","4,955","4,783","3,472","3,358","4,619","5,134","3,097","3,737",-232,"2,291",-276,"3,439","2,497","4,012",Upgrade
Preferred Dividends,505,228,503,315,467,240,431,260,490,262,441,249,469,246,505,239,442,239,466,318,428,286,465,361,502,361,503,361,457,330,441,330,382,312,238,256,238,256,279,441,Upgrade
Net Income Common,"7,656","6,904","6,579","5,932","6,600","6,773","7,260","8,964","7,560","5,208","4,440","3,284","3,541","6,748","5,272","7,109","6,869","7,039","6,701","6,466","6,490","2,079","4,959","4,745","4,835","4,251","4,452","4,422","3,015","3,028","4,178","4,804","2,715","3,425",-470,"2,035",-514,"3,183","2,218","3,571",Upgrade
Net Income Growth,16.00%,1.93%,-9.38%,-33.82%,-12.70%,30.05%,63.51%,172.96%,113.50%,-22.82%,-15.78%,-53.81%,-48.45%,-4.13%,-21.33%,9.94%,5.84%,238.58%,35.13%,36.27%,34.23%,-51.09%,11.39%,7.30%,60.36%,40.39%,6.56%,-7.95%,11.05%,-11.59%,-,136.07%,-,7.60%,-,-43.01%,-,767.30%,-,70.21%,Upgrade
