Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,208.62,226.42,227.39,223.25,212.09,194.03,196.7,196.64,196.89,212,199.88,172.51,148.46,164.87,174.5,151.13,143.63,143.12,142.97,135.66,120.58,114.65,116.67,110.9,104.35,107.42,106.29,105.4,100.39,100.05,98.03,96.77,92.03,92.6,93.33,89.7,85.71,88.21,84.31,77.11,Upgrade
Revenue Growth (YoY),-1.64%,16.69%,15.60%,13.53%,7.72%,-8.48%,-1.59%,13.99%,32.62%,28.59%,14.55%,14.15%,3.36%,15.19%,22.05%,11.40%,19.11%,24.83%,22.54%,22.33%,15.55%,6.73%,9.76%,5.22%,3.95%,7.36%,8.43%,8.92%,9.08%,8.05%,5.03%,7.88%,7.37%,4.97%,10.70%,16.33%,20.14%,18.21%,13.35%,11.73%,Upgrade
Gross Profit,208.62,226.42,227.39,223.25,212.09,194.03,196.7,196.64,196.89,212,199.88,172.51,148.46,164.87,174.5,151.13,143.63,143.12,142.97,135.66,120.58,114.65,116.67,110.9,104.35,107.42,106.29,105.4,100.39,100.05,98.03,96.77,92.03,92.6,93.33,89.7,85.71,88.21,84.31,77.11,Upgrade
"Selling, General & Admin",105.49,102.19,102.89,101.89,100.75,99.87,84.15,81.88,79.56,88.28,82.61,74.52,76.65,72.41,78.43,66.98,67.45,64.65,64.03,63.46,59.13,53.38,53.68,51.64,50.99,51.05,50.62,50.03,49.12,47.48,45.14,44.37,42.78,41.86,40.72,39.7,38.31,40.32,35.79,32.44,Upgrade
Other Operating Expenses,29.5,26.79,27.17,27.63,29.56,34.18,19.96,18.2,17.03,22.91,20.76,20.25,18.84,22.84,32.25,19.19,15.39,17.22,18.8,18.34,14.5,14.98,14.87,13.67,12.36,15.67,14.56,14.44,13.24,14.73,13.97,15.57,12.72,13.84,13.52,12.97,11.76,12.71,14.58,16.04,Upgrade
Operating Expenses,134.98,128.98,130.06,129.52,130.31,134.05,104.11,100.08,96.59,111.19,103.37,94.76,95.49,95.25,110.68,86.17,82.83,81.88,82.83,81.8,73.63,68.37,68.55,65.31,63.34,66.72,65.18,64.46,62.36,62.2,59.11,59.95,55.5,55.7,54.24,52.67,50.07,53.03,50.37,48.48,Upgrade
Operating Income,73.64,97.44,97.33,93.73,81.78,59.98,92.6,96.56,100.3,100.81,96.51,77.75,52.97,69.61,63.82,64.96,60.8,61.25,60.14,53.87,46.96,46.28,48.12,45.59,41.01,40.7,41.11,40.94,38.03,37.85,38.92,36.82,36.54,36.9,39.09,37.03,35.64,35.18,33.94,28.63,Upgrade
Pretax Income,73.64,97.44,97.33,93.73,81.78,59.98,92.6,96.56,100.3,100.81,96.51,77.75,52.97,69.61,63.82,64.96,60.8,61.25,60.14,53.87,46.96,46.28,48.12,45.59,41.01,40.7,41.11,40.94,38.03,37.85,38.92,36.82,36.54,36.9,39.09,37.03,35.64,35.18,33.94,28.63,Upgrade
Income Tax,12.42,17.76,17.99,17.34,13.98,9.27,16.98,18.94,19.5,18.95,18.75,14.31,9.63,12.2,12.21,12.57,11.67,11.65,10.8,9.49,8.4,31.33,11.64,11.91,9.75,9.66,10.16,10.49,9.35,8.34,9.31,7.49,8.87,8.85,9.8,8.35,8.91,8.63,8.32,5.93,Upgrade
Net Income,61.21,79.68,79.34,76.39,67.8,50.71,75.62,77.63,80.8,81.86,77.76,63.44,43.34,57.41,51.61,52.39,49.13,49.6,49.34,44.38,38.56,14.96,36.48,33.69,31.26,31.04,30.96,30.45,28.68,29.51,29.61,29.34,27.67,28.05,29.29,28.68,26.73,26.55,25.63,22.7,Upgrade
Net Income Growth,-9.71%,57.13%,4.92%,-1.59%,-16.10%,-38.05%,-2.75%,22.36%,86.44%,42.59%,50.66%,21.09%,-11.79%,15.75%,4.61%,18.04%,27.42%,231.63%,35.24%,31.75%,23.37%,-51.82%,17.84%,10.63%,8.97%,5.20%,4.54%,3.80%,3.66%,5.18%,1.09%,2.29%,3.52%,5.68%,14.30%,26.32%,28.71%,27.88%,31.80%,19.60%,Upgrade
Shares Outstanding (Basic),111,111,111,111,111,111,96,96,95,95,95,95,93,92,90,86,85,85,85,85,81,78,78,78,77,77,76,76,76,76,76,76,75,75,75,74,74,74,74,72,Upgrade
