Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,27.7,29.47,28.37,25.88,21.51,22.98,23.27,24.53,23.19,23.88,21.83,20.69,17.62,19.03,19.84,19.67,18.46,17.97,18.34,18.09,17.02,17.1,17.49,13.36,12.55,12.57,12.49,12.84,11.88,12.04,12.05,12.3,11.63,11.56,11.4,11.81,10.87,11.08,10.98,10.98,Upgrade
Revenue Growth (YoY),28.78%,28.23%,21.89%,5.52%,-7.23%,-3.76%,6.62%,18.55%,31.59%,25.48%,10.04%,5.20%,-4.52%,5.89%,8.17%,8.72%,8.41%,5.09%,4.84%,35.40%,35.67%,36.08%,40.09%,4.03%,5.63%,4.43%,3.64%,4.44%,2.11%,4.13%,5.73%,4.09%,7.04%,4.34%,3.77%,7.60%,0.37%,7.45%,5.71%,4.47%,Upgrade
Gross Profit,27.7,29.47,28.37,25.88,21.51,22.98,23.27,24.53,23.19,23.88,21.83,20.69,17.62,19.03,19.84,19.67,18.46,17.97,18.34,18.09,17.02,17.1,17.49,13.36,12.55,12.57,12.49,12.84,11.88,12.04,12.05,12.3,11.63,11.56,11.4,11.81,10.87,11.08,10.98,10.98,Upgrade
"Selling, General & Admin",13.83,13.83,12.74,12.47,10.83,14.68,11.78,11.37,11.59,12.73,11.28,11.56,11.56,10.69,9.8,9.77,9.48,9.61,9.19,9.41,9.26,8.69,8.96,7.92,7.54,7.46,7.32,7.34,7.27,7.07,6.85,7.12,7.01,6.77,6.44,6.72,6.54,6.4,6.18,6.64,Upgrade
Other Operating Expenses,2.45,2.84,2.58,2.53,2.45,2.78,2.2,2.36,2.2,2.37,2.03,1.9,7.9,2.01,2.17,1.91,1.79,2,1.67,1.84,1.73,1.89,5.91,1.71,1.46,1.58,1.46,1.47,1.24,1.14,1.41,1.43,1.22,1.62,1.54,1.51,1.15,1.8,1.87,1.38,Upgrade
Operating Expenses,16.28,16.67,15.32,15.01,13.28,17.46,13.98,13.73,13.79,15.09,13.31,13.46,19.46,12.7,11.97,11.69,11.26,11.61,10.86,11.25,10.99,10.58,14.87,9.63,9,9.04,8.78,8.81,8.51,8.21,8.26,8.54,8.22,8.38,7.98,8.22,7.68,8.2,8.05,8.02,Upgrade
Operating Income,11.42,12.8,13.05,10.87,8.23,5.53,9.3,10.79,9.4,8.79,8.52,7.23,-1.84,6.33,7.86,7.98,7.19,6.36,7.48,6.84,6.04,6.52,2.63,3.73,3.55,3.53,3.71,4.03,3.37,3.83,3.79,3.75,3.41,3.18,3.42,3.59,3.19,2.88,2.94,2.96,Upgrade
Pretax Income,11.42,12.8,13.05,10.87,8.23,5.53,9.3,10.79,9.4,8.79,8.52,7.23,-1.84,6.33,7.86,7.98,7.19,6.36,7.48,6.84,6.04,6.52,2.63,3.73,3.55,3.53,3.71,4.03,3.37,3.83,3.79,3.75,3.41,3.18,3.42,3.59,3.19,2.88,2.94,2.96,Upgrade
Income Tax,2.4,2.6,2.73,2.24,1.63,1.03,1.94,2.29,1.93,1.74,1.75,1.44,-0.61,1.25,1.55,1.51,1.33,1.07,1.44,1.33,1.13,4.01,0.71,1,0.91,0.96,0.94,1.05,0.82,0.97,0.98,0.94,0.87,0.71,0.79,0.86,0.72,0.61,0.63,0.64,Upgrade
Net Income,9.02,10.2,10.32,8.63,6.6,4.5,7.36,8.51,7.47,7.05,6.77,5.8,-1.22,5.08,6.31,6.47,5.86,5.29,6.04,5.51,4.91,2.52,1.91,2.72,2.64,2.57,2.77,2.98,2.55,2.85,2.81,2.81,2.54,2.46,2.62,2.73,2.47,2.27,2.31,2.32,Upgrade
