Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,5.1,5.52,5.45,5.14,4.93,5.15,5.3,5.27,5.41,5.28,5.16,4.83,4.83,5.04,5.2,5.03,4.85,4.92,4.83,4.76,4.6,4.75,4.47,4.49,4.24,4.23,4.41,4.27,4.3,4.21,4.12,4.25,4.11,4.09,3.92,3.88,3.61,3.62,3.71,3.68,Upgrade
Revenue Growth (YoY),3.60%,7.11%,2.89%,-2.46%,-8.86%,-2.37%,2.75%,9.06%,11.82%,4.62%,-0.80%,-3.88%,-0.27%,2.57%,7.68%,5.49%,5.32%,3.42%,8.07%,6.03%,8.46%,12.33%,1.32%,5.30%,-1.28%,0.61%,6.97%,0.42%,4.68%,2.72%,5.16%,9.64%,13.61%,13.20%,5.66%,5.32%,-0.07%,-0.64%,6.57%,6.61%,Upgrade
Gross Profit,5.1,5.52,5.45,5.14,4.93,5.15,5.3,5.27,5.41,5.28,5.16,4.83,4.83,5.04,5.2,5.03,4.85,4.92,4.83,4.76,4.6,4.75,4.47,4.49,4.24,4.23,4.41,4.27,4.3,4.21,4.12,4.25,4.11,4.09,3.92,3.88,3.61,3.62,3.71,3.68,Upgrade
"Selling, General & Admin",2.78,2.76,2.66,2.63,2.58,2.69,2.6,2.63,2.57,2.59,2.5,2.54,2.46,2.37,2.24,2.24,2.19,2.71,1.99,2,1.96,2.02,1.89,1.89,1.83,2,1.86,1.86,1.89,1.88,1.82,1.85,1.78,1.83,1.72,1.7,1.69,1.71,1.66,1.63,Upgrade
Other Operating Expenses,0.47,0.42,0.41,0.51,0.43,0.46,0.45,0.45,0.46,0.42,0.43,0.33,0.4,0.38,0.34,0.39,0.47,0.26,0.83,0.65,0.69,0.68,0.6,0.7,0.64,0.71,0.72,0.58,0.64,0.52,0.55,0.55,0.56,0.54,0.52,0.56,0.55,0.52,0.51,0.53,Upgrade
Operating Expenses,3.25,3.18,3.07,3.14,3.02,3.15,3.05,3.08,3.03,3.01,2.93,2.87,2.86,2.75,2.58,2.63,2.66,2.97,2.82,2.65,2.64,2.7,2.48,2.59,2.47,2.72,2.58,2.44,2.54,2.4,2.37,2.4,2.34,2.37,2.24,2.25,2.24,2.23,2.16,2.16,Upgrade
Operating Income,1.85,2.33,2.39,2,1.91,2,2.25,2.18,2.38,2.26,2.22,1.96,1.98,2.3,2.62,2.39,2.19,1.95,2.01,2.11,1.96,2.06,1.98,1.9,1.77,1.52,1.83,1.83,1.76,1.8,1.75,1.85,1.77,1.72,1.68,1.62,1.37,1.39,1.55,1.52,Upgrade
Pretax Income,1.85,2.33,2.39,2,1.91,2,2.25,2.18,2.38,2.26,2.22,1.96,1.98,2.3,2.62,2.39,2.19,1.95,2.01,2.11,1.96,2.06,1.98,1.9,1.77,1.52,1.83,1.83,1.76,1.8,1.75,1.85,1.77,1.72,1.68,1.62,1.37,1.39,1.55,1.52,Upgrade
Income Tax,0.27,0.53,0.55,0.46,0.45,0.46,0.53,0.52,0.57,0.53,0.52,0.46,0.46,0.52,0.6,0.55,0.5,0.14,0.23,0.39,0.35,1.21,0.54,0.52,0.55,0.2,0.4,0.52,0.57,0.58,0.55,0.6,0.56,0.53,0.54,0.51,0.42,0.42,0.48,0.47,Upgrade
Net Income,1.59,1.81,1.84,1.54,1.46,1.54,1.73,1.67,1.81,1.74,1.7,1.5,1.52,1.77,2.01,1.84,1.69,1.81,1.78,1.73,1.61,0.85,1.44,1.39,1.23,1.31,1.43,1.31,1.2,1.23,1.2,1.25,1.2,1.19,1.14,1.11,0.96,0.97,1.06,1.04,Upgrade
