Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+58 Quarters
Revenue,31.64,33.13,30.01,29.54,29.75,28.79,27.91,27.94,30.4,30.61,25.48,26.09,24.41,24.97,26.38,26.09,19.5,19.54,18,17.66,17.19,15.71,16.24,16.24,14.57,14.68,13.55,13.49,14.32,12.8,14.15,13.48,13.68,14.09,16.1,13.64,12.95,14.38,12.37,13.77,Upgrade
Revenue Growth (YoY),6.37%,15.05%,7.55%,5.72%,-2.14%,-5.94%,9.53%,7.09%,24.53%,22.59%,-3.42%,0.01%,25.22%,27.78%,46.59%,47.75%,13.44%,24.40%,10.83%,8.72%,17.94%,7.01%,19.81%,20.41%,1.80%,14.64%,-4.21%,0.05%,4.62%,-9.11%,-12.12%,-1.15%,5.63%,-2.01%,30.20%,-0.92%,3.31%,13.78%,40.37%,-,Upgrade
Gross Profit,31.64,33.13,30.01,29.54,29.75,28.79,27.91,27.94,30.4,30.61,25.48,26.09,24.41,24.97,26.38,26.09,19.5,19.54,18,17.66,17.19,15.71,16.24,16.24,14.57,14.68,13.55,13.49,14.32,12.8,14.15,13.48,13.68,14.09,16.1,13.64,12.95,14.38,12.37,13.77,Upgrade
"Selling, General & Admin",19.2,20.33,19.36,18.01,18.48,19.4,18.21,16.23,17.01,17.26,17.09,17.56,18.03,18,16.92,15.57,14.27,14.99,12.62,12.68,12.68,12.41,12.66,12.05,11.74,12.15,11.55,10.94,10.63,10.79,10.62,11.05,9.88,10.45,9.77,9.94,10.09,10.37,9.32,9.16,Upgrade
Other Operating Expenses,1.05,0.91,17.05,0.79,0.88,0.89,0.83,0.8,0.78,0.82,2.18,0.87,0.28,1.7,1.22,7.72,1.89,3.27,0.72,0.59,0.39,0.27,0.43,0.36,0.41,0.33,0.43,1.61,0.49,0.43,0.61,0.6,0.62,0.68,1.13,0.83,0.88,1.07,1.22,1.17,Upgrade
Operating Expenses,20.26,21.24,36.41,18.79,19.36,20.29,19.04,17.03,17.78,18.08,19.27,18.43,18.3,19.71,18.14,23.29,16.16,18.26,13.34,13.27,13.07,12.68,13.09,12.42,12.15,12.48,11.99,12.56,11.12,11.22,11.22,11.66,10.51,11.13,10.9,10.77,10.98,11.43,10.54,10.33,Upgrade
Operating Income,11.39,11.89,-6.4,10.74,10.38,8.5,8.87,10.91,12.62,12.53,6.21,7.66,6.11,5.26,8.24,2.8,3.33,1.28,4.66,4.39,4.12,3.03,3.15,3.82,2.43,2.2,1.57,0.93,3.19,1.59,2.92,1.82,3.18,2.96,5.2,2.87,1.98,2.94,1.83,3.44,Upgrade
Pretax Income,11.39,11.89,-6.4,10.74,10.38,8.5,8.87,10.91,12.62,12.53,6.21,7.66,6.11,5.26,8.24,2.8,3.33,1.28,4.66,4.39,4.12,3.03,3.15,3.82,2.43,2.2,1.57,0.93,3.19,1.59,2.92,1.82,3.18,2.96,5.2,2.87,1.98,2.94,1.83,3.44,Upgrade
Income Tax,2.23,2.26,-1.57,1.87,2.02,1.8,1.68,2.13,2.41,2.47,1.24,1.3,1.04,1.03,1.34,0.11,0.23,0.13,0.64,0.37,0.49,3.02,0.38,0.52,0.42,0.28,0.13,0.25,0.61,0.14,0.46,0.32,0.72,-16.16,0.02,0,0,0.02,-0.28,0.03,Upgrade
Net Income,9.16,9.63,-4.83,8.87,8.37,6.71,7.19,8.78,10.21,10.06,4.98,6.36,5.07,4.23,6.9,2.69,3.1,1.15,4.02,4.01,3.63,0.01,2.77,3.31,2,1.93,1.44,0.68,2.58,1.45,2.46,1.5,2.46,19.11,5.18,2.87,1.98,2.93,2.11,3.41,Upgrade
