Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Revenue,"3,742","3,617","3,491","3,508","3,625","3,760","2,903","3,418","3,350","3,183","3,003","2,712","3,001","3,287","3,317","3,245","3,118","3,179","3,292","3,196","3,168","3,180","3,014","3,012","2,926","3,166","2,998","2,871","2,765","3,103","2,886","3,128","3,053","3,089","3,111","3,072","2,996","2,946","2,813","2,749",Upgrade
Revenue Growth (YoY),3.23%,-3.80%,20.25%,2.63%,8.21%,18.13%,-3.33%,26.03%,11.63%,-3.16%,-9.47%,-16.43%,-3.75%,3.40%,0.76%,1.53%,-1.58%,-0.03%,9.22%,6.11%,8.27%,0.44%,0.53%,4.91%,5.82%,2.03%,3.88%,-8.22%,-9.43%,0.45%,-7.23%,1.82%,1.90%,4.85%,10.59%,11.75%,11.33%,10.17%,13.98%,9.35%,Upgrade
Cost of Revenue,"2,175","2,126","1,722","1,463","1,567","1,845",738,"1,761","1,987","2,199","2,302","2,669",-661,"1,871","1,692","1,718","1,774","1,529","1,827","1,717","1,540","1,621","1,500","1,613","1,552","1,699","1,814","1,558","1,398","1,695","1,448","1,538","1,524","1,579","1,439","1,491","1,422","1,533","1,427","1,420",Upgrade
Gross Profit,"1,567","1,491","1,769","2,045","2,058","1,915","2,165","1,657","1,363",984,701,43,"3,662","1,416","1,625","1,527","1,344","1,650","1,465","1,479","1,628","1,559","1,514","1,399","1,374","1,467","1,184","1,313","1,367","1,408","1,438","1,590","1,529","1,510","1,672","1,581","1,574","1,413","1,386","1,329",Upgrade
"Selling, General & Admin",937,957,925,894,947,960,822,830,823,828,763,776,753,839,820,823,805,792,802,788,789,833,781,767,777,863,731,763,727,794,744,792,752,775,757,805,758,793,730,775,Upgrade
Other Operating Expenses,62,-147,107,152,65,47,9,63,5,-72,85,-248,512,-7,112,58,16,142,25,63,92,78,48,69,72,55,163,87,110,52,133,94,75,86,116,78,87,54,-14,92,Upgrade
Operating Expenses,999,810,"1,032","1,046","1,012","1,007",831,893,828,756,848,528,"1,265",832,932,881,821,934,827,851,881,911,829,836,849,918,894,850,837,846,877,886,827,861,873,883,845,847,716,867,Upgrade
Operating Income,568,681,737,999,"1,046",908,"1,334",764,535,228,-147,-485,"2,397",584,693,646,523,716,638,628,747,648,685,563,525,549,290,463,530,562,561,704,702,649,799,698,729,566,670,462,Upgrade
Interest Expense / Income,72,62,52,44,40,42,64,43,42,38,37,41,46,50,52,59,53,64,50,80,51,53,52,52,50,81,52,53,55,116,98,89,84,91,79,79,79,87,68,60,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-45,61,86,29,145,93,116,86,66,-39,Upgrade
