Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+8 Quarters
Revenue,50.31,46.69,48.21,43.96,42.15,39.58,42.72,41.64,41.16,42.89,42.85,45.11,41.25,47.81,51.64,48.17,47.54,48.38,49.48,48.42,44.22,47.11,43.29,46.23,39.34,39.53,38.47,35.6,34.59,39.62,35.5,38.94,32.82,32.14,27.19,24.59,22.67,20.99,17.29,14.47,Upgrade
Revenue Growth (YoY),19.35%,17.96%,12.85%,5.55%,2.40%,-7.72%,-0.31%,-7.69%,-0.21%,-10.29%,-17.03%,-6.35%,-13.23%,-1.18%,4.36%,-0.51%,7.52%,2.71%,14.30%,4.74%,12.38%,19.18%,12.53%,29.88%,13.74%,-0.22%,8.37%,-8.58%,5.41%,23.28%,30.56%,58.37%,44.76%,53.13%,57.28%,69.93%,34.41%,22.15%,42.75%,30.51%,Upgrade
Cost of Revenue,11.27,11.24,11.8,11.12,10.86,10.32,11.51,10.97,10.63,11.02,10.93,11.05,6.12,11.1,11.73,10.95,11.39,11.87,12.39,12.16,11.1,5.94,5.61,5.08,4.93,4.91,4.82,4.66,4.5,4.91,4.7,4.62,4.36,4.14,3.51,3.1,2.89,2.71,2.21,1.94,Upgrade
Gross Profit,39.04,35.45,36.4,32.84,31.29,29.26,31.2,30.67,30.53,31.87,31.92,34.06,35.13,36.71,39.91,37.22,36.15,36.51,37.09,36.26,33.12,41.17,37.68,41.15,34.41,34.62,33.65,30.94,30.09,34.7,30.8,34.32,28.46,27.99,23.68,21.48,19.78,18.28,15.08,12.53,Upgrade
"Selling, General & Admin",0.82,0.88,0.77,0.76,0.78,0.77,0.73,0.81,0.85,0.82,0.87,0.86,1.38,-0.52,1.39,1.33,1.33,1.61,1.53,1.45,1.28,1.2,1.08,1.35,1.11,1.17,1.15,1.31,1.11,1.44,0.96,1.8,0.85,1.08,0.8,0.88,0.6,0.68,0.57,0.43,Upgrade
Other Operating Expenses,1.27,1.07,1.07,1.44,1.41,1.19,1.27,1.38,1.13,1.15,1.2,1.51,0.74,2.67,0.79,0.94,0.82,0.79,0.97,0.76,0.63,0.79,0.81,0.87,0.66,1.68,0.63,0.66,0.56,0.48,0.97,0.93,0.56,-0.24,0.59,0.73,0.56,0.13,0.37,0.31,Upgrade
Operating Expenses,2.08,1.95,1.84,2.2,2.19,1.96,1.99,2.19,1.98,1.97,2.06,2.37,2.13,2.15,2.18,2.27,2.14,2.41,2.5,2.21,1.91,1.99,1.9,2.22,1.77,2.85,1.79,1.97,1.67,1.92,1.93,2.73,1.41,0.85,1.4,1.61,1.16,0.81,0.94,0.74,Upgrade
Operating Income,36.96,33.5,34.56,30.64,29.1,27.3,29.21,28.48,28.55,29.9,29.85,31.7,33.01,34.56,37.73,34.96,34.01,34.11,34.58,34.05,31.21,39.18,35.78,38.93,32.64,31.77,31.86,28.97,28.42,32.78,28.87,31.59,27.05,27.15,22.28,19.88,18.62,17.47,14.15,11.79,Upgrade
Interest Expense / Income,11.55,10.48,10.17,9.37,9.35,9.65,10.52,10.71,10.11,9.91,9.73,10.65,10.96,12.15,12.42,11.14,10.69,10.65,10.07,10.1,9.64,9.23,8.21,7.9,7.76,7.62,6.2,5.83,5.55,5.86,4.61,4.32,4.1,5.81,2.54,1.02,0.46,1.68,0.34,0.19,Upgrade
Other Expense / Income,2.69,70.81,-1.85,21.4,7.3,-14.94,7.79,-37.06,-17.04,-27.99,-26.39,-25.3,91.53,23.57,6.88,34.64,-0.8,24.48,9.32,19.83,-5.62,10.32,7.44,4.6,0.47,-3.48,-0.21,-2.68,6.82,19.62,1.89,2.21,-0.44,24.43,5.05,6.81,0.07,-12.52,0.9,2.21,Upgrade
Pretax Income,22.71,-47.79,26.24,-0.13,12.45,32.58,10.9,54.83,35.48,47.99,46.52,46.35,-69.48,-1.16,18.44,-10.82,24.12,-1.02,15.19,4.12,27.19,19.63,20.13,26.43,24.41,27.64,25.87,25.81,16.05,7.3,22.37,25.05,23.38,-3.09,14.7,12.05,18.09,28.32,12.91,9.4,Upgrade
Net Income,22.71,-47.79,26.24,-0.13,12.45,32.58,10.9,54.83,35.48,47.99,46.52,46.35,-69.48,-1.16,18.44,-10.82,24.12,-1.02,15.19,4.12,27.19,19.63,20.13,26.43,24.41,27.64,25.87,25.81,16.05,7.3,22.37,25.05,23.38,-3.09,14.7,12.05,18.09,28.32,12.91,9.4,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,5.51,6.21,4.98,4.72,5.13,4.63,4.57,5.21,4.9,4.11,4.86,3.96,3.23,0,0,13.88,0,0,Upgrade
Net Income Common,22.71,-47.79,26.24,-0.13,12.45,32.58,10.9,54.83,35.48,47.99,46.52,46.35,-69.48,-1.16,18.44,-10.82,24.12,-1.02,15.19,4.12,27.19,13.65,14.62,20.23,19.44,22.92,20.74,21.18,11.47,2.09,17.47,20.94,18.51,-7.05,11.47,12.05,18.09,14.44,12.91,9.4,Upgrade
Net Income Growth,82.46%,-,140.80%,-,-64.92%,-32.10%,-76.57%,18.28%,-,-,152.28%,-,-,-,21.37%,-,-11.28%,-,3.92%,-79.64%,39.89%,-40.45%,-29.52%,-4.51%,69.40%,996.20%,18.74%,1.15%,-38.03%,-,52.34%,73.85%,2.35%,-,-11.18%,28.19%,41.55%,108.50%,35.19%,55.94%,Upgrade
Shares Outstanding (Basic),58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,57,53,53,53,49,49,49,49,49,49,45,40,36,36,26,27,24,Upgrade
Shares Outstanding (Diluted),58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,57,53,53,53,49,49,49,49,49,49,45,40,36,36,26,27,24,Upgrade
Shares Change,-,-,-,-,-,0.00%,-,0.00%,-1.54%,-1.70%,-1.70%,-1.70%,-0.17%,-0.04%,-0.07%,-0.10%,-0.13%,-0.07%,0.02%,2.70%,10.94%,10.88%,11.48%,16.36%,8.81%,8.55%,7.72%,0.66%,0.07%,8.47%,22.15%,35.09%,34.56%,73.80%,50.37%,53.13%,68.55%,20.72%,24.12%,10.08%,Upgrade
EPS (Basic),0.39,-0.83,0.45,-,0.22,0.57,0.19,0.95,0.61,0.83,0.81,0.80,-1.18,-0.02,0.31,-0.18,0.41,-0.02,0.26,0.07,0.46,0.23,0.25,0.35,0.37,0.44,0.39,0.43,0.24,0.04,0.36,0.43,0.38,-0.23,0.29,0.33,0.50,0.44,0.48,0.40,Upgrade
EPS (Diluted),0.39,-0.83,0.45,-,0.22,0.57,0.19,0.95,0.61,0.83,0.81,0.80,-1.18,-0.02,0.31,-0.18,0.41,-0.02,0.26,0.07,0.46,0.23,0.25,0.35,0.37,0.44,0.39,0.43,0.24,0.04,0.36,0.43,0.38,-0.23,0.29,0.33,0.50,0.44,0.48,0.40,Upgrade
EPS Growth,77.27%,-,136.84%,-,-63.93%,-31.33%,-76.54%,18.75%,-,-,161.29%,-,-,-,19.23%,-,-10.87%,-,4.00%,-80.00%,24.32%,-47.73%,-35.90%,-18.60%,54.17%,1000.00%,8.33%,0%,-36.84%,-,24.14%,30.30%,-24.00%,-,-39.58%,-17.50%,-16.67%,-,9.09%,42.86%,Upgrade
Free Cash Flow Per Share,-0.70,0.61,2.29,0.17,0.46,-0.58,0.98,0.26,-2.08,1.46,0.52,1.27,-1.12,1.09,0.05,-1.41,0.35,-1.37,2.09,0.06,-1.57,-0.41,-0.45,-1.11,-0.27,-0.14,-0.59,0.55,-0.71,1.91,-0.78,0.48,-0.77,-1.97,-4.03,-2.05,-1.21,-2.62,-4.96,-0.07,Upgrade
Dividend Per Share,0.320,0.370,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.410,0.360,0.410,0.360,0.360,Upgrade
Dividend Growth,6.67%,23.33%,0%,0%,0%,0%,0%,-16.67%,-16.67%,-16.67%,-16.67%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-12.20%,0%,-12.20%,0%,13.89%,-10.00%,2.50%,2.86%,5.88%,Upgrade
Gross Margin,77.60%,75.93%,75.52%,74.71%,74.24%,73.92%,73.05%,73.65%,74.16%,74.30%,74.49%,75.51%,85.17%,76.78%,77.29%,77.27%,76.05%,75.47%,74.95%,74.88%,74.90%,87.40%,87.04%,89.01%,87.46%,87.59%,87.48%,86.92%,86.98%,87.60%,86.75%,88.14%,86.72%,87.11%,87.08%,87.37%,87.27%,87.09%,87.24%,86.59%,Upgrade
Operating Margin,73.46%,71.75%,71.69%,69.71%,69.04%,68.96%,68.38%,68.39%,69.35%,69.71%,69.67%,70.26%,80.02%,72.28%,73.07%,72.57%,71.53%,70.49%,69.89%,70.32%,70.58%,83.17%,82.66%,84.21%,82.95%,80.37%,82.83%,81.38%,82.15%,82.74%,81.31%,81.12%,82.42%,84.48%,81.94%,80.84%,82.14%,83.24%,81.83%,81.49%,Upgrade
Profit Margin,45.15%,-102.35%,54.43%,-0.29%,29.53%,82.32%,25.51%,131.65%,86.20%,111.89%,108.56%,102.74%,-168.43%,-2.42%,35.70%,-22.47%,50.74%,-2.11%,30.70%,8.50%,61.49%,28.98%,33.77%,43.75%,49.40%,57.99%,53.92%,59.51%,33.17%,5.28%,49.21%,53.78%,56.42%,-21.95%,42.17%,48.99%,79.80%,68.81%,74.67%,64.95%,Upgrade
Free Cash Flow Margin,-80.34%,75.98%,274.25%,21.82%,63.30%,-84.26%,132.16%,35.34%,-292.56%,197.09%,70.39%,162.96%,-159.72%,133.63%,5.94%,-172.03%,43.35%,-166.25%,248.59%,7.50%,-209.37%,-50.76%,-60.92%,-137.16%,-36.91%,-18.85%,-81.15%,76.37%,-100.03%,235.82%,-108.02%,60.15%,-114.30%,-276.56%,-593.48%,-301.56%,-192.69%,-323.06%,-765.20%,-10.55%,Upgrade
EBITDA,34.26,-37.31,36.41,9.24,21.79,42.24,21.41,65.54,45.59,57.9,56.25,57,-58.53,10.99,30.86,0.32,34.81,9.63,25.26,14.22,36.83,28.86,28.34,34.33,32.17,35.25,32.07,31.64,21.59,13.16,26.98,29.37,27.48,2.72,17.23,13.07,18.55,29.99,13.25,9.58,Upgrade
