Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+3 Quarters
Revenue,136.78,133.11,130.58,132.22,127.44,125.07,124.04,120.77,115.19,109.9,107.78,107.95,107.65,104.9,101.59,91.18,81.11,76.26,71.76,67.45,59.55,54.54,48.95,42.2,37.05,36.63,35.52,29.48,22.19,18.86,14.7,10.9,9.15,6.89,5.38,3.56,4.25,3.71,2.16,0.75,Upgrade
Revenue Growth (YoY),7.33%,6.42%,5.27%,9.49%,10.63%,13.80%,15.08%,11.87%,7.01%,4.77%,6.10%,18.39%,32.73%,37.55%,41.56%,35.18%,36.19%,39.83%,46.59%,59.85%,60.72%,48.90%,37.82%,43.14%,67.02%,94.19%,141.58%,170.52%,142.59%,173.68%,173.49%,206.04%,115.33%,85.87%,148.77%,377.35%,797.89%,1209.66%,247154.00%,-,Upgrade
Cost of Revenue,6.7,3.45,-3.39,-3.04,-0.62,-0.5,3.2,4.64,4.96,3.55,15.67,34.33,5.7,4.27,2.57,2.92,2.74,2.14,1.1,0.64,1.57,2.37,0.96,1.37,0.64,0.8,0.66,0.47,0.46,0.37,0.18,-0.01,0.1,0.08,-0.03,0.03,0,0,0,0,Upgrade
Gross Profit,130.08,129.66,133.97,135.26,128.06,125.57,120.84,116.13,110.23,106.35,92.12,73.61,101.95,100.63,99.02,88.26,78.36,74.12,70.66,66.81,57.98,52.16,48,40.83,36.42,35.83,34.86,29.01,21.73,18.49,14.52,10.9,9.04,6.81,5.4,3.53,4.25,3.71,2.16,0.75,Upgrade
"Selling, General & Admin",25.79,26.71,27.14,30.7,32.94,38.84,34.67,34.73,34.07,34.99,33.97,30.37,32.28,31.3,32.34,32.19,30.8,29.11,30.38,29.02,28.45,27.68,24.65,28.05,25.99,23.28,24.04,23.23,22.67,21.69,19.65,20.91,18.35,17.58,17.9,18.64,19.3,15.26,16.03,17.02,Upgrade
Other Operating Expenses,0.08,0.13,0.2,0.34,0.43,0.65,0.79,0.48,0.59,0.46,0.56,1.09,0.73,0.94,0.91,0.35,0.05,0.27,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,25.87,26.84,27.34,31.04,33.37,39.49,35.46,35.21,34.66,35.45,34.53,31.46,33.01,32.23,33.24,32.54,30.85,29.38,30.38,29.02,28.45,28.3,24.65,28.05,25.99,23.28,24.04,23.23,22.67,21.69,19.65,20.91,18.35,17.58,17.9,18.64,19.3,15.26,16.03,17.02,Upgrade
Operating Income,104.21,102.82,106.63,104.22,94.7,86.08,85.38,80.92,75.58,70.9,57.59,42.15,68.94,68.4,65.77,55.71,47.51,44.73,40.28,37.79,29.53,23.87,23.35,12.78,10.43,12.55,10.82,5.78,-0.95,-3.2,-5.13,-10.01,-9.31,-10.77,-12.49,-15.1,-15.06,-11.56,-13.87,-16.27,Upgrade
Interest Expense / Income,8.04,8.04,8.04,8.05,8.04,8.03,7.93,7.92,7.92,7.91,7.8,5.94,2.74,2.97,2.98,3.07,3.06,3.03,2.97,5.56,3.42,3.38,3.35,3.3,3.49,3.78,3.73,3.71,3.63,2.06,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Expense / Income,-,-,-,-1.02,-0.09,-0.11,-,-0.66,0.21,1.38,0.44,1.24,-5.96,2.63,-1.14,1.69,5.48,-3.54,5.46,-0.11,-0.42,3.43,0.5,-0.02,0.2,1.71,0.8,0.06,-0.67,-0.43,-0.33,0.11,-1.25,0.06,-1.24,-0.95,-,1.53,-,-,Upgrade
Pretax Income,96.17,94.78,98.59,97.19,86.75,78.16,77.45,73.66,67.46,61.62,49.36,34.98,72.16,62.79,63.93,50.96,38.97,45.24,31.85,32.34,26.53,17.06,19.5,9.5,6.74,7.06,6.29,2.01,-3.91,-4.82,-4.8,-10.11,-8.06,-10.83,-11.25,-14.15,-15.06,-13.09,-13.87,-16.27,Upgrade
Income Tax,21.72,21.84,21.75,21.75,19.07,17.64,17.26,16.13,14.57,13.35,11.18,8.13,13.89,12.59,14.17,11.86,6.08,9.72,7.04,7.1,4.18,18.83,7.19,3.48,1.25,-52.66,0.11,0,0,0,0,0.24,-0.24,-0.81,-0.28,-1.3,0,0,0,0,Upgrade
Net Income,74.46,72.94,76.84,75.44,67.68,60.52,60.19,57.52,52.89,48.27,38.18,26.85,58.27,50.2,49.76,39.1,32.9,35.52,24.81,25.24,22.36,-1.77,12.31,6.01,5.49,59.72,6.18,2.01,-3.91,-4.82,-4.8,-10.35,-7.82,-10.02,-10.98,-12.86,-15.06,-13.09,-13.87,-16.27,Upgrade
Net Income Growth,10.01%,20.51%,27.65%,31.16%,27.96%,25.39%,57.66%,114.25%,-9.23%,-3.84%,-23.28%,-31.34%,77.12%,41.31%,100.57%,54.91%,47.17%,-,101.52%,319.84%,307.05%,-,99.38%,198.96%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),84,84,84,86,86,86,86,86,85,85,85,74,69,68,68,68,67,66,66,66,62,60,60,60,59,59,59,59,59,59,59,59,58,58,58,58,58,57,56,56,Upgrade
Shares Outstanding (Diluted),85,85,85,87,87,87,87,87,86,86,86,74,70,70,70,70,69,68,69,69,66,60,63,63,62,64,60,60,59,59,59,59,58,58,58,58,58,57,56,56,Upgrade
Shares Change,-2.83%,-2.78%,-1.61%,-0.28%,0.95%,0.82%,1.50%,17.05%,22.85%,22.93%,22.05%,6.59%,2.04%,3.31%,1.88%,1.42%,5.02%,12.66%,9.12%,8.90%,5.39%,-5.19%,4.65%,5.31%,5.77%,8.42%,2.63%,1.89%,0.77%,0.64%,0.65%,0.74%,0.73%,2.02%,4.90%,4.78%,4.61%,51.02%,0.25%,-,Upgrade
EPS (Basic),0.89,0.87,0.91,0.88,0.79,0.71,0.70,0.67,0.62,0.57,0.45,0.36,0.85,0.73,0.73,0.58,0.49,0.54,0.38,0.38,0.36,-0.03,0.21,0.10,0.09,1.01,0.10,0.03,-0.07,-0.08,-0.08,-0.18,-0.13,-0.17,-0.19,-0.22,-0.26,-0.23,-0.25,-0.29,Upgrade
EPS (Diluted),0.88,0.86,0.90,0.86,0.77,0.69,0.69,0.65,0.61,0.58,0.45,0.36,0.74,0.72,0.69,0.56,0.48,0.53,0.36,0.37,0.34,-0.03,0.20,0.10,0.09,0.98,0.10,0.03,-0.07,-0.08,-0.08,-0.18,-0.13,-0.17,-0.19,-0.22,-0.26,-0.23,-0.25,-0.29,Upgrade
