Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,36.63,37.09,35.54,28.98,28.55,43.17,38.96,39.6,39.5,35.6,34.82,34.69,26.25,37.21,38.45,34.61,34.9,29.64,30.89,27.55,25.7,25.78,24.61,21.72,20.65,20.25,19.83,18.91,18.44,17.36,16.66,15.54,14.61,14.96,14.02,10.97,10.1,10.93,10.34,7.78,Upgrade
Revenue Growth (YoY),28.29%,-14.08%,-8.78%,-26.82%,-27.72%,21.25%,11.88%,14.16%,50.47%,-4.31%,-9.43%,0.24%,-24.77%,25.54%,24.48%,25.63%,35.78%,14.95%,25.48%,26.80%,24.48%,27.32%,24.14%,14.87%,11.94%,16.64%,19.04%,21.68%,26.22%,16.05%,18.85%,41.65%,44.66%,36.90%,35.56%,41.05%,34.35%,69.00%,35.07%,3.26%,Upgrade
Cost of Revenue,25.04,24.77,22.03,18.66,22.94,22.91,35.74,20.76,22.56,17.11,20.12,12.81,16.39,18.59,24.78,17.67,29.13,16.56,13.3,11.18,17.27,11.36,7.07,7.45,8.29,7.38,5.13,5.79,9.48,6.3,5.05,4.77,7.06,5.16,4.54,3.01,4.32,5.44,2.44,3.24,Upgrade
Gross Profit,11.59,12.33,13.51,10.32,5.61,20.26,3.22,18.84,16.94,18.49,14.7,21.88,9.87,18.61,13.67,16.93,5.76,13.08,17.59,16.37,8.44,14.42,17.54,14.27,12.35,12.87,14.69,13.13,8.96,11.07,11.61,10.77,7.55,9.8,9.48,7.96,5.78,5.49,7.9,4.54,Upgrade
"Selling, General & Admin",15.41,15.03,15.98,15.11,15.17,14.93,14.76,14.98,14.69,14.17,14.38,14.09,14.62,14.66,14.15,12.72,12.99,12.57,11.79,11.09,10.83,10.92,9.98,9.3,9.1,8.81,8.64,8.12,7.62,7.77,7.41,6.56,6.41,6.53,5.95,5.43,4.86,4.87,5.17,4.01,Upgrade
Other Operating Expenses,1.47,1.58,1.63,1.54,1.65,1.85,1.68,1.77,2.17,1.71,1.75,1.76,1.92,1.86,1.26,1.73,1.57,1.31,1.12,1.27,0.66,1.16,1.45,1.23,1.07,0.91,0.79,0.72,0.61,0.61,0.74,0.62,0.56,0.65,0.73,0.55,0.43,0.52,0.44,0.38,Upgrade
Operating Expenses,16.88,16.61,17.61,16.65,16.82,16.79,16.44,16.75,16.87,15.88,16.13,15.85,16.54,16.52,15.41,14.44,14.56,13.89,12.91,12.36,11.49,12.08,11.42,10.53,10.18,9.72,9.44,8.84,8.23,8.38,8.15,7.19,6.98,7.18,6.69,5.98,5.3,5.39,5.62,4.39,Upgrade
Operating Income,-5.29,-4.29,-4.1,-6.33,-11.21,3.47,-13.22,2.09,0.08,2.61,-1.43,6.03,-6.67,2.09,-1.74,2.49,-8.8,-0.81,4.68,4.01,-3.05,2.34,6.12,3.74,2.18,3.15,5.26,4.28,0.73,2.69,3.46,3.59,0.57,2.62,2.79,1.98,0.48,0.1,2.28,0.15,Upgrade
Interest Expense / Income,1.01,0.65,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,Upgrade
Pretax Income,-6.3,-4.94,-4.56,-6.78,-11.67,3.01,-13.68,1.64,-0.38,2.16,-1.88,5.57,-7.13,1.64,-2.2,2.04,-9.26,-1.26,4.22,3.56,-3.51,2.28,6.12,3.74,2.18,3.15,5.26,4.28,0.73,2.69,3.46,3.59,0.57,2.62,2.79,1.98,0.48,0.09,2.26,0.13,Upgrade
Income Tax,-1.25,-0.99,-0.56,-1.4,-2.47,0.79,-3.06,0.31,-0.07,-0.88,-0.66,0.96,-1.69,0.18,-0.47,0.4,-1.92,-0.38,0.29,0.8,-0.79,0.35,2.04,1.22,0.71,1.09,1.8,1.44,0.19,0.84,1.12,1.21,0.19,0.86,0.91,0.63,0.15,-0.01,0.6,0.06,Upgrade
