Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"21,447","18,006","18,508","19,638","19,186","17,017","17,447","17,753","19,667","17,702","17,302","19,766","20,731","19,159","18,574","18,758","18,576","17,124","18,389","18,469","18,872","17,504","18,419","18,155","18,366","17,934","17,760","17,548","17,555","18,456","18,692","19,470","19,736","17,899","19,689","19,425","20,206","18,084","17,904","20,488",Upgrade
Revenue Growth (YoY),11.78%,5.81%,6.08%,10.62%,-2.45%,-3.87%,0.84%,-10.18%,-5.13%,-7.60%,-6.85%,5.37%,11.60%,11.88%,1.01%,1.56%,-1.57%,-2.17%,-0.16%,1.73%,2.76%,-2.40%,3.71%,3.46%,4.62%,-2.83%,-4.99%,-9.87%,-11.05%,3.11%,-5.06%,0.23%,-2.33%,-1.02%,9.97%,-5.19%,-0.21%,0.58%,30.66%,11.43%,Upgrade
Cost of Revenue,"1,975","1,845","1,365","1,274",755,-465,-192,"-1,066","-2,055",-46,"2,384","8,197","6,960","2,222","2,088","2,093","1,980","1,925","1,974","1,812","1,857","2,073","1,999","1,717","1,662","1,792","1,736","1,409","2,045","2,514","1,836","1,648","1,915","2,013","1,750","1,730","1,974","2,072","1,959","2,024",Upgrade
Gross Profit,"19,472","16,161","17,143","18,364","18,431","17,482","17,639","18,819","21,722","17,748","14,918","11,569","13,771","16,937","16,486","16,665","16,596","15,199","16,415","16,657","17,015","15,431","16,420","16,438","16,704","16,142","16,024","16,139","15,510","15,942","16,856","17,822","17,821","15,886","17,939","17,695","18,232","16,012","15,945","18,464",Upgrade
"Selling, General & Admin","13,289","12,985","12,749","12,393","13,165","13,532","11,777","11,471","11,413","12,307","10,964","10,460","10,643","11,235","10,464","10,500","10,584","9,893","10,311","10,712","10,925","10,332","10,417","10,760","10,723","11,042","10,404","10,369","10,523","11,134","10,669","10,928","10,884","14,426","12,955","15,521","12,149","12,292","11,679","12,149",Upgrade
Operating Expenses,"13,289","12,985","12,749","12,393","13,165","13,532","11,777","11,471","11,413","12,307","10,964","10,460","10,643","11,235","10,464","10,500","10,584","9,893","10,311","10,712","10,925","10,332","10,417","10,760","10,723","11,042","10,404","10,369","10,523","11,134","10,669","10,928","10,884","14,426","12,955","15,521","12,149","12,292","11,679","12,149",Upgrade
Operating Income,"6,183","3,176","4,394","5,971","5,266","3,950","5,862","7,348","10,309","5,441","3,954","1,109","3,128","5,702","6,022","6,165","6,012","5,306","6,104","5,945","6,090","5,099","6,003","5,678","5,981","5,100","5,620","5,770","4,987","4,808","6,187","6,894","6,937","1,460","4,984","2,174","6,083","3,720","4,266","6,315",Upgrade
Other Expense / Income,46,23,36,242,19,6,25,-,35,16,31,1,12,20,30,-7,27,-8,11,11,29,128,4,11,28,18,47,49,7,70,15,12,47,39,75,72,8,-131,-41,6,Upgrade
Pretax Income,"6,137","3,153","4,358","5,729","5,247","3,944","5,837","7,348","10,274","5,425","3,923","1,108","3,116","5,682","5,992","6,172","5,985","5,314","6,093","5,934","6,061","4,971","5,999","5,667","5,953","5,082","5,573","5,721","4,980","4,738","6,172","6,882","6,890","1,421","4,909","2,102","6,075","3,851","4,307","6,309",Upgrade
Income Tax,"1,531",640,879,"1,182",941,771,"1,193","1,155","2,332","1,116",777,52,580,703,"1,079","1,373","1,275","1,001","1,471","1,444","1,441","23,864","1,866","1,795","1,863","1,509","1,733","1,723","1,479","1,403","1,881","2,036","2,120","1,077","2,068","1,921","2,131","1,409","1,080","2,127",Upgrade
Net Income,"4,606","2,513","3,479","4,547","4,306","3,173","4,644","6,193","7,942","4,309","3,146","1,056","2,536","4,979","4,913","4,799","4,710","4,313","4,622","4,490","4,620","-18,893","4,133","3,872","4,090","3,573","3,840","3,998","3,501","3,335","4,291","4,846","4,770",344,"2,841",181,"3,944","2,442","3,227","4,182",Upgrade
Net Income Growth,6.97%,-20.80%,-25.09%,-26.58%,-45.78%,-26.36%,47.62%,486.46%,213.17%,-13.46%,-35.97%,-78.00%,-46.16%,15.44%,6.30%,6.88%,1.95%,-,11.83%,15.96%,12.96%,-,7.63%,-3.15%,16.82%,7.14%,-10.51%,-17.50%,-26.60%,869.48%,51.04%,2577.35%,20.94%,-85.91%,-11.96%,-95.67%,3.57%,104.18%,589.53%,41.96%,Upgrade
Shares Outstanding (Basic),"1,944","1,937","1,937","1,942","1,972","1,984","2,009","2,057","2,082","2,082","2,082","2,082","2,098","2,150","2,221","2,286","2,340","2,401","2,480","2,531","2,562","2,606","2,684","2,739","2,765","2,814","2,880","2,916","2,943","2,969","2,993","3,020","3,034","3,026","3,030","3,034","3,037","3,028","3,034","3,041",Upgrade
Shares Outstanding (Diluted),"1,964","1,956","1,955","1,958","1,988","2,002","2,026","2,073","2,097","2,096","2,094","2,084","2,114","2,167","2,237","2,289","2,342","2,403","2,481","2,532","2,563","2,606","2,684","2,739","2,766","2,814","2,880","2,916","2,943","2,970","2,997","3,025","3,039","3,032","3,035","3,038","3,043","3,034","3,041","3,046",Upgrade
Shares Change,-1.21%,-2.29%,-3.51%,-5.54%,-5.17%,-4.49%,-3.25%,-0.54%,-0.81%,-3.27%,-6.38%,-8.94%,-9.76%,-9.83%,-9.85%,-9.61%,-8.61%,-7.78%,-7.54%,-7.55%,-7.32%,-7.42%,-6.82%,-6.06%,-6.03%,-5.23%,-3.90%,-3.61%,-3.17%,-2.05%,-1.25%,-0.44%,-0.13%,-0.09%,-0.20%,-0.26%,-0.05%,0.57%,0.85%,1.04%,Upgrade
EPS (Basic),2.21,1.17,1.64,2.20,2.03,1.51,2.17,2.87,3.64,1.93,1.37,0.38,1.06,2.16,2.09,1.95,1.88,1.65,1.73,1.63,1.68,-7.03,1.42,1.28,1.35,1.14,1.24,1.24,1.10,1.03,1.36,1.52,1.51,0.07,0.88,0.03,1.24,0.77,1.01,1.35,Upgrade
EPS (Diluted),2.19,1.16,1.63,2.19,2.02,1.49,2.15,2.85,3.62,1.92,1.36,0.38,1.06,2.15,2.07,1.95,1.87,1.64,1.73,1.63,1.68,-7.03,1.42,1.28,1.35,1.14,1.24,1.24,1.10,1.02,1.35,1.51,1.51,0.06,0.88,0.03,1.23,0.77,1.00,1.34,Upgrade
EPS Growth,8.42%,-22.15%,-24.19%,-23.16%,-44.20%,-22.40%,58.09%,650.00%,241.51%,-10.70%,-34.30%,-80.51%,-43.32%,31.10%,19.65%,19.63%,11.31%,-,21.83%,27.34%,24.44%,-,14.52%,3.23%,22.73%,11.76%,-8.15%,-17.88%,-27.15%,1600.00%,53.41%,4933.33%,22.76%,-92.21%,-12.00%,-97.76%,0%,102.63%,566.67%,41.05%,Upgrade
Free Cash Flow Per Share,-16.52,14.09,-1.08,4.66,-5.31,-6.73,17.27,-0.27,10.75,-1.13,-1.93,2.63,-12.39,10.11,0.63,-1.29,-16.28,2.43,8.38,0.27,2.38,-2.34,6.47,-7.06,-1.34,8.86,2.30,7.23,-0.34,-0.76,7.40,5.20,0.49,3.16,3.31,-1.60,9.49,1.01,4.46,6.40,Upgrade
Dividend Per Share,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.450,0.450,0.450,0.450,0.320,0.320,0.320,0.320,0.160,0.160,0.160,0.160,0.050,0.050,0.050,0.050,0.050,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,Upgrade
Dividend Growth,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,13.33%,13.33%,13.33%,13.33%,40.63%,40.63%,40.63%,40.63%,100.00%,100.00%,100.00%,100.00%,220.00%,220.00%,220.00%,220.00%,0%,400.00%,400.00%,400.00%,400.00%,0%,0%,0%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,90.79%,89.75%,92.62%,93.51%,96.06%,102.73%,101.10%,106.00%,110.45%,100.26%,86.22%,58.53%,66.43%,88.40%,88.76%,88.84%,89.34%,88.76%,89.27%,90.19%,90.16%,88.16%,89.15%,90.54%,90.95%,90.01%,90.23%,91.97%,88.35%,86.38%,90.18%,91.54%,90.30%,88.75%,91.11%,91.09%,90.23%,88.54%,89.06%,90.12%,Upgrade
Operating Margin,28.83%,17.64%,23.74%,30.41%,27.45%,23.21%,33.60%,41.39%,52.42%,30.74%,22.85%,5.61%,15.09%,29.76%,32.42%,32.87%,32.36%,30.99%,33.19%,32.19%,32.27%,29.13%,32.59%,31.28%,32.57%,28.44%,31.64%,32.88%,28.41%,26.05%,33.10%,35.41%,35.15%,8.16%,25.31%,11.19%,30.10%,20.57%,23.83%,30.82%,Upgrade
Profit Margin,21.48%,13.96%,18.80%,23.15%,22.44%,18.65%,26.62%,34.88%,40.38%,24.34%,18.18%,5.34%,12.23%,25.99%,26.45%,25.58%,25.36%,25.19%,25.13%,24.31%,24.48%,-107.94%,22.44%,21.33%,22.27%,19.92%,21.62%,22.78%,19.94%,18.07%,22.96%,24.89%,24.17%,1.92%,14.43%,0.93%,19.52%,13.50%,18.02%,20.41%,Upgrade
Free Cash Flow Margin,-149.73%,151.57%,-11.28%,46.11%,-54.52%,-78.49%,198.87%,-3.14%,113.78%,-13.30%,-23.21%,27.71%,-125.37%,113.38%,7.54%,-15.68%,-205.08%,34.06%,113.03%,3.70%,32.26%,-34.77%,94.33%,-106.53%,-20.17%,139.04%,37.33%,120.18%,-5.75%,-12.17%,118.55%,80.71%,7.54%,53.44%,50.93%,-24.94%,142.69%,16.89%,75.57%,94.97%,Upgrade
Effective Tax Rate,24.95%,20.30%,20.17%,20.63%,17.93%,19.55%,20.44%,15.72%,22.70%,20.57%,19.81%,4.69%,18.61%,12.37%,18.01%,22.25%,21.30%,18.84%,24.14%,24.33%,23.77%,480.06%,31.11%,31.67%,31.30%,29.69%,31.10%,30.12%,29.70%,29.61%,30.48%,29.58%,30.77%,75.79%,42.13%,91.39%,35.08%,36.59%,25.08%,33.71%,Upgrade
EBITDA,"7,248","4,261","5,423","6,803","6,262","4,929","6,872","8,330","11,236","6,476","4,956","2,034","4,043","6,721","6,975","7,124","6,916","6,268","7,038","6,863","6,987","5,913","6,919","6,568","6,849","6,088","6,511","6,589","5,888","5,612","7,037","7,764","7,775","2,337","5,843","2,998","6,918","4,099","5,737","7,127",Upgrade
EBITDA Margin,33.79%,23.66%,29.30%,34.64%,32.64%,28.97%,39.39%,46.92%,57.13%,36.58%,28.64%,10.29%,19.50%,35.08%,37.55%,37.98%,37.23%,36.60%,38.27%,37.16%,37.02%,33.78%,37.56%,36.18%,37.29%,33.95%,36.66%,37.55%,33.54%,30.41%,37.65%,39.88%,39.40%,13.06%,29.68%,15.43%,34.24%,22.67%,32.04%,34.79%,Upgrade
Depreciation & Amortization,"1,111","1,108","1,065","1,074","1,015",985,"1,035",982,962,"1,051","1,033",926,927,"1,039",983,952,931,954,945,929,926,942,920,901,896,"1,006",938,868,908,874,865,882,885,916,934,896,843,248,"1,430",818,Upgrade
EBIT,"6,137","3,153","4,358","5,729","5,247","3,944","5,837","7,348","10,274","5,425","3,923","1,108","3,116","5,682","5,992","6,172","5,985","5,314","6,093","5,934","6,061","4,971","5,999","5,667","5,953","5,082","5,573","5,721","4,980","4,738","6,172","6,882","6,890","1,421","4,909","2,102","6,075","3,851","4,307","6,309",Upgrade
EBIT Margin,28.61%,17.51%,23.55%,29.17%,27.35%,23.18%,33.46%,41.39%,52.24%,30.65%,22.67%,5.61%,15.03%,29.66%,32.26%,32.90%,32.22%,31.03%,33.13%,32.13%,32.12%,28.40%,32.57%,31.21%,32.41%,28.34%,31.38%,32.60%,28.37%,25.67%,33.02%,35.35%,34.91%,7.94%,24.93%,10.82%,30.07%,21.30%,24.06%,30.79%,Upgrade
