Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,15.53,17.56,17.73,16.2,14.69,16.2,17.78,16.41,15.87,15.9,13.61,11.77,11.14,15.48,14.48,14.26,13.1,13.27,13.23,4.19,12.64,12.53,12.16,12.45,11.77,11.5,10.44,9.42,11.21,10.88,10.75,10.77,11.21,10.72,10.8,10.54,9.93,10.01,10.15,9.18,Upgrade
Revenue Growth (YoY),5.72%,8.43%,-0.28%,-1.28%,-7.43%,1.88%,30.60%,39.45%,42.46%,2.71%,-5.97%,-17.46%,-14.92%,16.64%,9.45%,240.23%,3.59%,5.88%,8.80%,-66.35%,7.40%,9.01%,16.45%,32.18%,5.03%,5.64%,-2.88%,-12.48%,-0.05%,1.57%,-0.47%,2.13%,12.96%,7.10%,6.39%,14.84%,5.14%,16.32%,7.75%,-6.91%,Upgrade
Gross Profit,15.53,17.56,17.73,16.2,14.69,16.2,17.78,16.41,15.87,15.9,13.61,11.77,11.14,15.48,14.48,14.26,13.1,13.27,13.23,4.19,12.64,12.53,12.16,12.45,11.77,11.5,10.44,9.42,11.21,10.88,10.75,10.77,11.21,10.72,10.8,10.54,9.93,10.01,10.15,9.18,Upgrade
"Selling, General & Admin",10.28,11.02,10.49,10.34,9.56,9.93,9,8.97,8.45,8.85,8.12,8.08,8.13,8.76,7.78,8.01,7.94,7.47,7.19,7.39,7.26,6.97,7.01,6.91,6.58,6.56,6.69,6.37,6.38,6.7,6.3,6.16,6,6.94,6.13,6.05,6.15,6.69,5.87,5.96,Upgrade
Other Operating Expenses,1.74,2.17,1.71,1.69,1.7,2.05,1.99,1.15,1.72,1.69,1.53,1.56,1.4,1.54,1.21,1.6,1.47,1.49,1.38,3.79,1.39,11.78,1.3,1.25,1.37,3.11,1.29,1.36,1.42,1.42,1.57,1.5,1.49,1.58,1.62,1.57,1.54,1.97,1.51,1.67,Upgrade
Operating Expenses,12.02,13.2,12.2,12.03,11.27,11.98,10.99,10.11,10.17,10.54,9.65,9.64,9.53,10.3,8.99,9.61,9.41,8.96,8.57,11.19,8.65,18.75,8.31,8.16,7.96,9.67,7.98,7.73,7.8,8.12,7.86,7.66,7.49,8.52,7.75,7.62,7.69,8.66,7.38,7.63,Upgrade
Operating Income,3.51,4.37,5.53,4.17,3.43,4.22,6.79,6.3,5.71,5.36,3.96,2.13,1.61,5.18,5.48,4.65,3.68,4.31,4.65,-7,3.99,-6.22,3.85,4.29,3.81,1.83,2.46,1.69,3.41,2.76,2.89,3.11,3.72,2.19,3.05,2.93,2.24,1.35,2.77,1.55,Upgrade
Pretax Income,3.51,4.37,5.53,4.17,3.43,4.22,6.79,6.3,5.71,5.36,3.96,2.13,1.61,5.18,5.48,4.65,3.68,4.31,4.65,-7,3.99,-6.22,3.85,4.29,3.81,1.83,2.46,1.69,3.41,2.76,2.89,3.11,3.72,2.19,3.05,2.93,2.24,1.35,2.77,1.55,Upgrade
Income Tax,0.22,0.65,0.9,0.6,0.41,0.57,0.93,1.03,0.88,0.81,0.5,-0.94,-0.11,0.78,0.99,0.67,0.45,0.51,0.65,-1.82,0.49,1.05,0.77,0.95,0.79,0.1,0.38,0.13,0.69,0.49,0.31,0.63,0.84,0.35,0.64,0.61,0.41,0.21,0.58,0.2,Upgrade
Net Income,3.29,3.72,4.63,3.58,3.01,3.65,5.86,5.27,4.83,4.55,3.46,3.07,1.72,4.4,4.5,3.98,3.24,3.8,4,-5.18,3.5,-7.26,3.08,3.34,3.02,1.72,2.08,1.56,2.73,2.27,2.58,2.47,2.88,1.85,2.41,2.32,1.83,1.14,2.19,1.36,Upgrade
