Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Revenue,179.14,191.81,179.57,173.75,166,175.24,179.8,181.46,170.57,148.12,152.04,127.99,116.81,135.87,135.52,133.85,128.04,127.65,135.21,124.21,112.04,113.06,109.12,99.32,95.28,97.43,96.9,102.03,100.22,84.91,81.52,82.63,82.92,70.54,69.54,69.58,61.13,64.32,55.11,60.32,Upgrade
Revenue Growth (YoY),7.91%,9.46%,-0.13%,-4.25%,-2.68%,18.30%,18.26%,41.78%,46.03%,9.02%,12.19%,-4.38%,-8.77%,6.44%,0.23%,7.76%,14.28%,12.91%,23.91%,25.07%,17.59%,16.03%,12.61%,-2.66%,-4.93%,14.75%,18.86%,23.47%,20.86%,20.37%,17.23%,18.75%,35.65%,9.66%,26.19%,15.36%,-4.48%,3.99%,-17.84%,-3.42%,Upgrade
Gross Profit,179.14,191.81,179.57,173.75,166,175.24,179.8,181.46,170.57,148.12,152.04,127.99,116.81,135.87,135.52,133.85,128.04,127.65,135.21,124.21,112.04,113.06,109.12,99.32,95.28,97.43,96.9,102.03,100.22,84.91,81.52,82.63,82.92,70.54,69.54,69.58,61.13,64.32,55.11,60.32,Upgrade
"Selling, General & Admin",90.33,91.55,90.21,91.43,93.77,93.53,90.58,86.12,85.03,78.6,73.94,74.28,74.21,72.69,73.28,76.41,72.9,66.33,75.29,73.03,68.89,66.55,64.08,57.71,60.07,56.6,55.9,58.68,57.12,48.39,50.04,49.64,50.23,43.93,45.2,44.36,43.97,42.52,40,40.29,Upgrade
Other Operating Expenses,20.71,25.67,18.67,15.05,17.03,21.86,20.04,17.26,17.39,20.67,16.46,16.16,16.65,20.18,19.69,-1.31,15.33,22.49,17.25,15.85,14.76,11.33,14.68,11.59,11.67,13.31,12.53,12.34,13.19,17.57,11.96,13.85,9.39,10.02,9.46,10.3,8.57,13.82,6.81,6.88,Upgrade
Operating Expenses,111.04,117.22,108.88,106.48,110.8,115.39,110.63,103.38,102.42,99.27,90.4,90.44,90.86,92.87,92.97,75.1,88.23,88.82,92.54,88.88,83.65,77.88,78.76,69.3,71.74,69.91,68.43,71.02,70.31,65.95,62,63.48,59.61,53.95,54.66,54.66,52.54,56.34,46.81,47.17,Upgrade
Operating Income,68.09,74.59,70.68,67.28,55.21,59.85,69.17,78.09,68.15,48.86,61.64,37.55,25.95,43.01,42.55,58.75,39.81,38.83,42.67,35.33,28.39,35.18,30.36,30.02,23.54,27.52,28.47,31.01,29.91,18.96,19.53,19.15,23.31,16.59,14.89,14.92,8.59,7.98,8.3,13.15,Upgrade
Pretax Income,68.09,74.59,70.68,67.28,55.21,59.85,69.17,78.09,68.15,48.86,61.64,37.55,25.95,43.01,42.55,58.75,39.81,38.83,42.67,35.33,28.39,35.18,30.36,30.02,23.54,27.52,28.47,31.01,29.91,18.96,19.53,19.15,23.31,16.59,14.89,14.92,8.59,7.98,8.3,13.15,Upgrade
Income Tax,15.32,13.94,14.12,15.4,12.12,10.27,13.25,16.48,15.33,9.05,13.68,7.42,5.91,5.16,7.94,13.58,8.31,6.69,8.96,7.45,5.12,21.51,8.73,8.06,5.53,8.36,8.26,10.04,9.9,4.37,4.95,3.99,7.6,4.33,2.92,4.15,1.7,0.05,1.49,3.6,Upgrade
Net Income,52.78,60.65,56.56,51.87,43.09,49.58,55.92,61.61,52.81,39.81,47.96,30.13,20.04,37.85,34.61,45.17,31.5,32.14,33.71,27.88,23.27,13.67,21.63,21.96,18.01,19.16,20.21,20.97,20.01,14.59,14.58,15.16,15.71,12.26,11.97,10.77,6.89,7.94,6.81,9.56,Upgrade
