Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,121.03,173.16,170.58,161.2,159.64,157.52,157.86,155.9,158.2,153.73,150.68,135.12,143.08,147.01,146.62,147.61,140.13,139.11,139.77,140.96,138.44,134.53,135.02,127.79,109.76,106.23,106.63,104.77,103.82,94.81,91.84,90.36,88.26,89.15,90.72,88.94,87.46,78.83,86.1,84.21,Upgrade
Revenue Growth (YoY),-24.19%,9.93%,8.06%,3.40%,0.91%,2.46%,4.77%,15.39%,10.57%,4.58%,2.77%,-8.46%,2.10%,5.68%,4.90%,4.72%,1.23%,3.40%,3.52%,10.30%,26.12%,26.65%,26.63%,21.97%,5.72%,12.04%,16.09%,15.96%,17.63%,6.35%,1.24%,1.60%,0.92%,13.10%,5.36%,5.61%,5.20%,-5.62%,5.01%,6.17%,Upgrade
Gross Profit,121.03,173.16,170.58,161.2,159.64,157.52,157.86,155.9,158.2,153.73,150.68,135.12,143.08,147.01,146.62,147.61,140.13,139.11,139.77,140.96,138.44,134.53,135.02,127.79,109.76,106.23,106.63,104.77,103.82,94.81,91.84,90.36,88.26,89.15,90.72,88.94,87.46,78.83,86.1,84.21,Upgrade
"Selling, General & Admin",103.74,95.36,97.55,96.43,91.62,90.86,91.45,86.09,86.39,85.98,85.02,79.87,85.07,83.21,81.74,79.85,78.57,76.56,76.45,77.45,75.97,74.63,72.2,70.67,65.79,55.39,60.06,59.94,61.52,53.26,50.56,50.74,50.3,50.6,50.24,49.66,50.46,48.79,49.33,48.48,Upgrade
Other Operating Expenses,10.31,10.49,10.64,13.99,8.19,10.05,8.99,7.46,6.86,9.02,11.95,11.03,8.6,12.06,15.19,11.32,10.08,11.05,8.78,8.66,10.36,12.29,11.58,32.21,7.78,11.21,6.16,6.41,6.15,11.72,5.52,5.3,5.64,6.08,8.58,5.5,5.46,8.49,5.71,5.89,Upgrade
Operating Expenses,114.05,105.85,108.19,110.42,99.81,100.91,100.44,93.54,93.25,95,96.97,90.9,93.66,95.27,96.93,91.18,88.65,87.61,85.23,86.11,86.33,86.92,83.78,102.88,73.58,66.6,66.23,66.36,67.67,64.98,56.08,56.05,55.95,56.68,58.81,55.16,55.92,57.28,55.04,54.38,Upgrade
Operating Income,6.97,67.31,62.4,50.78,59.83,56.6,57.43,62.36,64.96,58.73,53.71,44.21,49.42,51.74,49.69,56.43,51.48,51.5,54.54,54.85,52.11,47.62,51.25,24.92,36.19,39.63,40.4,38.42,36.15,29.83,35.76,34.31,32.32,32.47,31.91,33.77,31.54,21.55,31.06,29.83,Upgrade
Pretax Income,6.97,67.31,62.4,50.78,59.83,56.6,57.43,62.36,64.96,58.73,53.71,44.21,49.42,51.74,49.69,56.43,51.48,51.5,54.54,54.85,52.11,47.62,51.25,24.92,36.19,39.63,40.4,38.42,36.15,29.83,35.76,34.31,32.32,32.47,31.91,33.77,31.54,21.55,31.06,29.83,Upgrade
Income Tax,1.18,14.78,13.71,10.97,12.78,13.04,12.09,14.42,12.11,12.25,10.9,8.96,9.29,8.85,10.47,11.42,9.54,10.67,11.44,10.24,12,-24.41,16,7.72,9.93,13.24,13.24,12.56,11.75,9.76,10.74,10.47,10.02,9.34,9.54,10.1,9.37,6.07,9.07,8.71,Upgrade
Net Income,5.8,52.53,48.69,39.81,47.06,43.56,45.34,47.94,52.85,46.49,42.81,35.25,40.13,42.88,39.22,45.02,41.95,40.82,43.11,44.61,40.11,72.03,35.24,17.19,26.26,26.39,27.16,25.86,24.4,20.07,25.02,23.84,22.3,23.13,22.37,23.68,22.17,15.48,21.99,21.12,Upgrade
