Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Revenue,110.43,122.22,119.75,116.37,108.31,100.06,98.38,94.61,93.38,94.04,80.97,79.98,70.73,76.95,72.23,70.98,68.84,67.36,65.3,65.34,62.71,55.57,58.38,55.99,51.61,49.97,49.25,45.94,45.56,43.33,42.53,39.58,37.71,34.55,33.58,32.48,30.71,30.13,28.2,26.72,Upgrade
Revenue Growth (YoY),1.95%,22.14%,21.72%,22.99%,15.99%,6.41%,21.51%,18.29%,32.02%,22.21%,12.10%,12.69%,2.75%,14.23%,10.61%,8.63%,9.77%,21.21%,11.85%,16.70%,21.51%,11.22%,18.56%,21.88%,13.30%,15.32%,15.79%,16.07%,20.81%,25.41%,26.66%,21.86%,22.79%,14.66%,19.07%,21.55%,25.79%,17.84%,11.80%,20.09%,Upgrade
Gross Profit,110.43,122.22,119.75,116.37,108.31,100.06,98.38,94.61,93.38,94.04,80.97,79.98,70.73,76.95,72.23,70.98,68.84,67.36,65.3,65.34,62.71,55.57,58.38,55.99,51.61,49.97,49.25,45.94,45.56,43.33,42.53,39.58,37.71,34.55,33.58,32.48,30.71,30.13,28.2,26.72,Upgrade
"Selling, General & Admin",24.16,23.42,23.86,25.04,22.23,21.13,21.94,20.84,19.12,18.9,18.51,19.32,19.01,17.18,18.77,17.82,17.52,15.61,16.12,16.14,16.06,13.83,15.18,15.1,14.73,14.13,14.24,13.76,13.79,11.11,12.84,12.73,11.24,8.23,10.16,11.04,9.58,8.37,8.76,8.95,Upgrade
Other Operating Expenses,15.51,14.68,18.82,14.78,14.99,17.36,12.44,10.47,9.79,9.3,8.07,9.5,8.91,8.44,6.39,8.21,7.81,7.09,6.51,7.36,7,5.74,6.32,6.77,6.53,6.8,5.92,5.75,5.5,7.89,5.41,5.41,7.51,4.66,5.16,4.38,4.14,3.93,3.3,3.42,Upgrade
Operating Expenses,39.66,38.09,42.69,39.82,37.22,38.49,34.38,31.31,28.91,28.2,26.57,28.82,27.92,25.62,25.16,26.02,25.33,22.7,22.62,23.49,23.06,19.57,21.5,21.88,21.27,20.93,20.16,19.5,19.29,19,18.25,18.14,18.75,12.88,15.32,15.42,13.72,12.3,12.07,12.37,Upgrade
Operating Income,70.76,84.12,77.07,76.55,71.09,61.58,64.01,63.31,64.46,65.83,54.4,51.17,42.81,51.33,47.07,44.96,43.51,44.66,42.68,41.85,39.65,36,36.89,34.12,30.35,29.04,29.08,26.43,26.27,24.33,24.28,21.44,18.96,21.67,18.26,17.06,16.99,17.83,16.13,14.35,Upgrade
Pretax Income,70.76,84.12,77.07,76.55,71.09,61.58,64.01,63.31,64.46,65.83,54.4,51.17,42.81,51.33,47.07,44.96,43.51,44.66,42.68,41.85,39.65,36,36.89,34.12,30.35,29.04,29.08,26.43,26.27,24.33,24.28,21.44,18.96,21.67,18.26,17.06,16.99,17.83,16.13,14.35,Upgrade
Income Tax,12.79,16.4,13.04,14.41,13.48,7.82,11.51,13.28,13.01,14.85,11.04,10.72,8.03,10.29,9.51,9.32,8.5,8.42,8.12,8.31,7.05,14.85,11.63,9.95,7.83,7.3,8.17,7.56,6.31,4.58,8.01,6.97,5.9,6.64,4.26,5.48,5.23,5.96,5.32,4.66,Upgrade
Net Income,57.97,67.72,64.03,62.14,57.61,53.75,52.5,50.03,51.46,50.98,43.36,40.45,34.78,41.04,37.56,35.63,35.01,36.24,34.56,33.54,32.6,21.15,25.26,24.16,22.52,21.74,20.91,18.88,19.96,19.75,16.27,14.47,13.06,15.03,14,11.59,11.76,11.87,10.81,9.69,Upgrade
Preferred Dividends,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.03,0,0.02,0,0.02,0,0.02,0.03,0.12,0.1,0.12,0.1,0.12,0.1,0.12,0.1,0.1,Upgrade
Net Income Common,57.97,67.69,64.03,62.11,57.61,53.72,52.5,50,51.46,50.95,43.36,40.42,34.78,41.01,37.56,35.6,35.01,36.21,34.56,33.51,32.6,21.12,25.26,24.13,22.52,21.71,20.91,18.85,19.96,19.73,16.23,14.35,12.96,14.92,13.9,11.47,11.66,11.75,10.71,9.59,Upgrade
Net Income Growth,0.62%,26.01%,21.97%,24.22%,11.97%,5.44%,21.07%,23.70%,47.95%,24.25%,15.44%,13.52%,-0.66%,13.26%,8.69%,6.25%,7.38%,71.43%,36.82%,38.85%,44.78%,-2.74%,20.80%,28.01%,12.84%,10.08%,28.81%,31.42%,54.04%,32.24%,16.77%,25.09%,11.13%,26.93%,29.78%,19.64%,27.40%,38.98%,16.41%,16.46%,Upgrade
Shares Outstanding (Basic),54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,52,52,52,52,51,50,50,49,45,45,42,42,41,Upgrade
Shares Change,0.23%,0.21%,0.20%,0.25%,0.35%,0.55%,0.59%,0.57%,0.71%,0.60%,0.65%,0.62%,0.43%,0.56%,0.70%,0.68%,0.74%,0.59%,0.44%,0.60%,0.61%,0.70%,0.82%,0.78%,0.91%,1.55%,1.37%,2.11%,5.22%,4.49%,4.63%,13.12%,11.61%,16.78%,18.29%,9.65%,18.38%,17.52%,16.14%,15.64%,Upgrade
EPS (Basic),1.07,1.25,1.18,1.14,1.06,0.99,0.97,0.92,0.95,0.95,0.80,0.75,0.65,0.77,0.70,0.67,0.65,0.68,0.65,0.63,0.61,0.40,0.48,0.46,0.43,0.41,0.40,0.36,0.38,0.38,0.32,0.28,0.26,0.30,0.28,0.24,0.27,0.28,0.26,0.23,Upgrade
