Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+36 Quarters
Revenue,74.1,68.98,59.03,52.3,51.38,50.54,45.01,46.69,47.42,45.72,43.61,43.46,42.29,43.34,43.87,41.38,45.67,40.69,39.06,37.6,35.61,36.5,32.44,30.42,29.16,27.65,27.16,24.84,23.27,22.56,22.25,20.14,20.07,18.92,19.13,17.61,17.93,16.65,15.71,14.15,Upgrade
Revenue Growth (YoY),44.22%,36.49%,31.15%,12.00%,8.36%,10.53%,3.21%,7.43%,12.13%,5.49%,-0.60%,5.03%,-7.39%,6.51%,12.33%,10.05%,28.24%,11.49%,20.41%,23.59%,22.10%,32.00%,19.43%,22.47%,25.32%,22.58%,22.06%,23.33%,15.95%,19.21%,16.32%,14.39%,11.92%,13.62%,21.79%,24.45%,182.48%,18.92%,6.85%,3.95%,Upgrade
Gross Profit,74.1,68.98,59.03,52.3,51.38,50.54,45.01,46.69,47.42,45.72,43.61,43.46,42.29,43.34,43.87,41.38,45.67,40.69,39.06,37.6,35.61,36.5,32.44,30.42,29.16,27.65,27.16,24.84,23.27,22.56,22.25,20.14,20.07,18.92,19.13,17.61,17.93,16.65,15.71,14.15,Upgrade
Selling & Marketing,0.81,0,0,0,0,0,0,0,0,0,0,0,0.26,0.11,0.19,0.29,0.28,0.2,0.18,0.15,0.2,0.25,0.19,0.24,0.24,0.23,0.15,0.22,0.23,0.13,0.12,0.11,0.08,0.13,0.12,0.09,0.1,0.09,0.08,0.1,Upgrade
General & Administrative,11.06,13,12.32,12.23,11.06,11.49,10.88,11.63,10.1,9.66,10.67,11.54,10.45,10.39,10.16,10.49,9.3,9.22,9.36,9.15,7.53,8.46,8.17,8.1,7.25,6.64,6.59,7.59,5.81,5.29,5.89,5.68,5.45,4.75,4.27,5.16,4.34,4.41,4.36,4.68,Upgrade
Operating Income,79.21,60.51,45.12,41.38,42.85,42.53,37.16,36.46,36.63,31.72,31.76,36.86,43.15,44.9,44.32,41.12,39.55,36.6,33.5,29.99,29.94,30.62,25.77,22.04,22.14,21.35,18.29,16.65,16.19,16.08,15.22,13.6,13.95,13.05,12.49,10.7,11.52,9.7,9.49,8.51,Upgrade
Interest Income,98.38,78.42,62.56,55.02,54.79,53.61,50.47,52.16,53.65,52.78,52.16,55.67,55.48,57.96,57.82,55.46,54.37,50.39,46.75,43.65,42,42.85,38.11,34.63,33.98,31.89,29.72,27.32,25.42,24.38,23.05,21.85,21.82,20.46,19.29,18.75,18.51,18.48,16.24,16.49,Upgrade
Interest Expense,24.27,11.63,6.14,4.99,5.37,5.86,7.11,6.81,7.59,8.66,9.98,13.88,15.07,16.48,15.98,14.55,12.93,11.16,9.34,7.51,7.44,7.43,6.84,6.19,5.92,5.39,3.98,3.44,3.11,2.78,2.49,2.48,2.44,2.43,2.23,2.25,2.11,1.97,1.82,1.83,Upgrade
Other Expense / Income,98.38,78.42,62.56,55.02,54.79,53.61,50.47,52.16,53.65,52.78,52.16,55.67,55.48,57.96,57.82,55.46,54.37,50.39,46.75,43.65,42,42.85,38.11,34.63,33.98,31.89,29.72,27.32,25.42,24.38,23.05,21.85,21.82,20.46,19.29,18.75,18.51,18.48,16.24,16.49,Upgrade
Pretax Income,54.94,48.88,38.99,36.39,37.48,36.67,30.04,29.64,29.04,23.06,21.78,22.98,28.07,28.42,28.34,26.58,26.61,25.45,24.16,22.48,22.5,23.19,18.94,15.85,16.23,15.96,14.31,13.2,13.08,13.3,12.74,11.11,11.51,10.63,10.26,8.45,9.4,7.74,7.67,6.68,Upgrade
