Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"5,924","5,022","4,770","5,379","5,549","5,137","4,583","5,017","5,083","4,416","3,968","4,189","4,651","4,264","3,968","4,349","4,071","3,712","3,504","3,734","4,000","3,685","3,341","3,495","3,503","3,364","3,135","3,376","3,336","3,338","3,115","3,225","3,215","3,246","3,141","3,300","3,264","3,115","2,932","3,088",Upgrade
Revenue Growth (YoY),6.76%,-2.24%,4.08%,7.22%,9.17%,16.33%,15.50%,19.77%,9.29%,3.56%,0%,-3.68%,14.25%,14.87%,13.24%,16.47%,1.77%,0.73%,4.88%,6.84%,14.19%,9.54%,6.57%,3.52%,5.01%,0.78%,0.64%,4.68%,3.76%,2.83%,-0.83%,-2.27%,-1.50%,4.21%,7.13%,6.87%,4.41%,3.76%,3.06%,2.05%,Upgrade
Gross Profit,"5,924","5,022","4,770","5,379","5,549","5,137","4,583","5,017","5,083","4,416","3,968","4,189","4,651","4,264","3,968","4,349","4,071","3,712","3,504","3,734","4,000","3,685","3,341","3,495","3,503","3,364","3,135","3,376","3,336","3,338","3,115","3,225","3,215","3,246","3,141","3,300","3,264","3,115","2,932","3,088",Upgrade
"Selling, General & Admin","4,198","4,342","3,979","4,015","4,104","4,151","3,843","3,789","3,725","3,845","3,428","3,304","3,581","3,672","3,501","3,669","3,133","3,091","2,963","3,043","3,092","3,015","2,806","2,794","2,754","2,964","2,563","2,650","2,603","2,744","2,654","2,596","2,480","2,710","2,696","2,653","2,591","2,626","2,528","2,511",Upgrade
Operating Expenses,"4,198","4,342","3,979","4,015","4,104","4,151","3,843","3,789","3,725","3,845","3,428","3,304","3,581","3,672","3,501","3,669","3,133","3,091","2,963","3,043","3,092","3,015","2,806","2,794","2,754","2,964","2,563","2,650","2,603","2,744","2,654","2,596","2,480","2,710","2,696","2,653","2,591","2,626","2,528","2,511",Upgrade
Operating Income,"1,726",680,791,"1,364","1,445",986,740,"1,228","1,358",571,540,885,"1,070",592,467,680,938,621,541,691,908,670,535,701,749,400,572,726,733,594,461,629,735,536,445,647,673,489,404,577,Upgrade
Interest Expense / Income,136,127,118,114,110,109,107,110,118,128,128,132,127,130,133,141,120,92,69,68,61,59,60,60,58,48,47,48,46,46,41,40,36,36,45,42,42,43,40,40,Upgrade
Other Expense / Income,-57,-55,-54,-51,-74,-80,-78,-84,-67,-92,-43,-26,-51,-64,-77,1,-115,311,90,-91,-63,-32,-58,-64,-53,-231,5,5,10,2,-31,4,11,107,-24,6,-4,12,-12,-15,Upgrade
Pretax Income,"1,647",608,727,"1,301","1,409",957,711,"1,202","1,307",535,455,779,994,526,411,538,933,218,382,714,910,643,533,705,744,583,520,673,677,546,451,585,688,393,424,599,635,434,376,552,Upgrade
Income Tax,412,142,181,334,338,154,174,382,324,161,139,207,240,135,108,206,217,65,106,183,220,614,140,204,175,147,141,201,196,171,128,166,206,99,127,168,192,131,123,164,Upgrade
