Year,2022,2021
Net Income,2.74,-0.54
Other Operating Activities,-3.07,-0.65
Operating Cash Flow,-0.33,-1.19
Change in Investments,0,-250
Investing Cash Flow,0,-250
Share Issuance / Repurchase,0,252
Debt Issued / Paid,0,0.01
Other Financing Activities,-,-0.36
Financing Cash Flow,0,251.65
Net Cash Flow,-0.33,0.46
Free Cash Flow,-0.33,-1.19
Free Cash Flow Per Share,-0.01,-0.06
