Year,2022
Net Income,-0.68
Other Operating Activities,-0.21
Operating Cash Flow,-0.88
Change in Investments,-79.93
Investing Cash Flow,-79.93
Share Issuance / Repurchase,78.75
Debt Issued / Paid,0.27
Other Financing Activities,2.21
Financing Cash Flow,81.23
Net Cash Flow,0.41
Free Cash Flow,-0.88
Free Cash Flow Per Share,-0.12
