Year,2022
Net Income,0.89
Share-Based Compensation,0.36
Other Operating Activities,-2.43
Operating Cash Flow,-1.18
Change in Investments,-305.67
Investing Cash Flow,-305.67
Share Issuance / Repurchase,294.24
Debt Issued / Paid,-0.1
Other Financing Activities,13.11
Financing Cash Flow,307.25
Net Cash Flow,0.39
Free Cash Flow,-1.18
Free Cash Flow Per Share,-0.03
