Year,2022
Net Income,9.79
Other Operating Activities,-11.91
Operating Cash Flow,-2.12
Change in Investments,-221.49
Investing Cash Flow,-221.49
Share Issuance / Repurchase,224.29
Debt Issued / Paid,-0.28
Other Financing Activities,-0.24
Financing Cash Flow,223.77
Net Cash Flow,0.16
Free Cash Flow,-2.12
Free Cash Flow Per Share,-0.08
