Year,2022
Net Income,0.13
Other Operating Activities,-0.4
Operating Cash Flow,-0.27
Change in Investments,-58.51
Investing Cash Flow,-58.51
Share Issuance / Repurchase,60.19
Debt Issued / Paid,-0.01
Other Financing Activities,-1.11
Financing Cash Flow,59.07
Net Cash Flow,0.29
Free Cash Flow,-0.27
Free Cash Flow Per Share,-0.14
