Year,2022,2021
Net Income,8.21,3.81
Other Operating Activities,-10.03,-4.51
Operating Cash Flow,-1.82,-0.7
Change in Investments,1.1,-210.11
Investing Cash Flow,1.1,-210.11
Share Issuance / Repurchase,0,215.1
Other Financing Activities,-,-3.27
Financing Cash Flow,0,211.83
Net Cash Flow,-0.71,1.02
Free Cash Flow,-1.82,-0.7
Free Cash Flow Per Share,-0.07,-0.07
