Year,2022,2021
Net Income,21.25,6.38
Other Operating Activities,-21.88,-7.27
Operating Cash Flow,-0.63,-0.89
Change in Investments,0,-351.9
Investing Cash Flow,0,-351.9
Share Issuance / Repurchase,0,338.1
Other Financing Activities,-,15.62
Financing Cash Flow,0,353.72
Net Cash Flow,-0.63,0.93
Free Cash Flow,-0.63,-0.89
Free Cash Flow Per Share,-0.01,-0.09
