Year,2022,2021
Net Income,-1.44,-0.37
Other Operating Activities,0.42,-0.23
Operating Cash Flow,-1.03,-0.6
Change in Investments,0.32,-116.73
Investing Cash Flow,0.32,-116.73
Share Issuance / Repurchase,0,115.03
Debt Issued / Paid,0,-0.06
Other Financing Activities,-,3.67
Financing Cash Flow,0,118.64
Net Cash Flow,-0.71,1.31
Free Cash Flow,-1.03,-0.6
Free Cash Flow Per Share,-0.07,-0.12
