Year,2022,2021
Net Income,3.34,-0.03
Other Operating Activities,-4.75,-0.21
Operating Cash Flow,-1.41,-0.24
Change in Investments,-294.69,0
Investing Cash Flow,-294.69,0
Share Issuance / Repurchase,297.15,0
Debt Issued / Paid,-0.25,0.24
Other Financing Activities,-0.3,-
Financing Cash Flow,296.59,0.24
Net Cash Flow,0.5,0
Free Cash Flow,-1.41,-0.24
Free Cash Flow Per Share,-0.04,-0.04
