Year,2022,2021
Net Income,-1.11,-0.18
Other Operating Activities,0.36,-0.53
Operating Cash Flow,-0.76,-0.71
Change in Investments,-3,-203
Investing Cash Flow,-3,-203
Share Issuance / Repurchase,0,205.32
Debt Issued / Paid,3,0
Other Financing Activities,-,-0.58
Financing Cash Flow,3,204.74
Net Cash Flow,-0.76,1.03
Free Cash Flow,-0.76,-0.71
Free Cash Flow Per Share,-0.03,-0.10
