Year,2021
Net Income,2.33
Other Operating Activities,-1.53
Operating Cash Flow,0.79
Change in Investments,-234.6
Investing Cash Flow,-234.6
Share Issuance / Repurchase,237.13
Other Financing Activities,-1.37
Financing Cash Flow,235.76
Net Cash Flow,1.95
Free Cash Flow,0.79
Free Cash Flow Per Share,0.11
