Year,2022,2021
Net Income,3.76,-4.4
Other Operating Activities,-4.53,3.53
Operating Cash Flow,-0.77,-0.88
Change in Investments,0,-325
Investing Cash Flow,0,-325
Share Issuance / Repurchase,0,318.5
Debt Issued / Paid,0.16,-0.01
Other Financing Activities,-,0.37
Financing Cash Flow,0.16,318.86
Net Cash Flow,-0.61,-7.02
Free Cash Flow,-0.77,-0.88
Free Cash Flow Per Share,-0.02,-0.02
