Year,2022,2021
Net Income,-2.25,-0.22
Other Operating Activities,1.3,-0.49
Operating Cash Flow,-0.94,-0.71
Change in Investments,216.11,-234.6
Investing Cash Flow,216.11,-234.6
Share Issuance / Repurchase,-216,236.63
Other Financing Activities,-,-0.47
Financing Cash Flow,-216,236.16
Net Cash Flow,-0.84,0.85
Free Cash Flow,-0.94,-0.71
Free Cash Flow Per Share,-0.03,-0.05
