Year,2022,2021
Net Income,13.19,-1.81
Other Operating Activities,-13.68,0.75
Operating Cash Flow,-0.49,-1.06
Change in Investments,0,-280.9
Investing Cash Flow,0,-280.9
Share Issuance / Repurchase,0,289.02
Other Financing Activities,-0.09,-6.17
Financing Cash Flow,-0.09,282.84
Net Cash Flow,-0.58,0.88
Free Cash Flow,-0.49,-1.06
Free Cash Flow Per Share,-0.02,-0.07
