Year,2022,2021
Net Income,0.59,3.5
Other Operating Activities,-2.62,-4.48
Operating Cash Flow,-2.03,-0.98
Change in Investments,0.9,-222.34
Investing Cash Flow,0.9,-222.34
Share Issuance / Repurchase,0,228.78
Debt Issued / Paid,1.1,0
Other Financing Activities,-,-4.88
Financing Cash Flow,1.1,223.9
Net Cash Flow,-0.03,0.58
Free Cash Flow,-2.03,-0.98
Free Cash Flow Per Share,-0.07,-0.04
