Year,2022
Net Income,2.44
Other Operating Activities,-2.88
Operating Cash Flow,-0.44
Change in Investments,-203.5
Investing Cash Flow,-203.5
Share Issuance / Repurchase,200
Debt Issued / Paid,-0.12
Other Financing Activities,5.12
Financing Cash Flow,205
Net Cash Flow,1.06
Free Cash Flow,-0.44
Free Cash Flow Per Share,-0.02
