Year,2022
Net Income,-4.74
Share-Based Compensation,0.22
Other Operating Activities,1.62
Operating Cash Flow,-2.9
Debt Issued / Paid,1.99
Financing Cash Flow,1.99
Net Cash Flow,-0.91
Free Cash Flow,-2.9
Free Cash Flow Per Share,-0.09
