Year,2022
Net Income,10.92
Other Operating Activities,-11.53
Operating Cash Flow,-0.61
Change in Investments,0.19
Investing Cash Flow,0.19
Net Cash Flow,-0.42
Free Cash Flow,-0.61
Free Cash Flow Per Share,-0.02
