Year,2022
Net Income,15.76
Other Operating Activities,-17.23
Operating Cash Flow,-1.46
Change in Investments,-246.33
Investing Cash Flow,-246.33
Share Issuance / Repurchase,236.67
Debt Issued / Paid,-0.29
Other Financing Activities,11.87
Financing Cash Flow,248.25
Net Cash Flow,0.46
Free Cash Flow,-1.46
Free Cash Flow Per Share,-0.05
