Year,2022
Net Income,0.54
Other Operating Activities,-1.07
Operating Cash Flow,-0.53
Change in Investments,-99.22
Investing Cash Flow,-99.22
Share Issuance / Repurchase,102.76
Other Financing Activities,-2.47
Financing Cash Flow,100.29
Net Cash Flow,0.55
Free Cash Flow,-0.53
Free Cash Flow Per Share,-0.07
