Year,2022
Net Income,0.16
Other Operating Activities,-0.45
Operating Cash Flow,-0.29
Change in Investments,-54.98
Investing Cash Flow,-54.98
Share Issuance / Repurchase,56.86
Debt Issued / Paid,-0.1
Other Financing Activities,-56.43
Financing Cash Flow,0.33
Net Cash Flow,0.04
Free Cash Flow,-0.29
Free Cash Flow Per Share,-0.11
