Year,2022,2021
Net Income,10.68,-0.01
Other Operating Activities,-12.65,0.01
Operating Cash Flow,-1.98,-0
Change in Investments,-197.28,0
Investing Cash Flow,-197.28,0
Share Issuance / Repurchase,199.76,0.03
Debt Issued / Paid,-0.13,0
Other Financing Activities,-0.17,-
Financing Cash Flow,199.47,0.03
Net Cash Flow,0.21,0.03
Free Cash Flow,-1.98,-0
Free Cash Flow Per Share,-0.09,-
