Year,2022,2021
Net Income,9.71,2.54
Other Operating Activities,-10.67,-3.97
Operating Cash Flow,-0.96,-1.43
Change in Investments,333.18,-345
Investing Cash Flow,333.18,-345
Share Issuance / Repurchase,-331.5,354
Debt Issued / Paid,0.7,-0.18
Other Financing Activities,-,-7.15
Financing Cash Flow,-330.8,346.68
Net Cash Flow,1.42,0.25
Free Cash Flow,-0.96,-1.43
Free Cash Flow Per Share,-0.02,-0.04
