Year,2022,2021
Net Income,12.54,-0.27
Other Operating Activities,-15.23,0.26
Operating Cash Flow,-2.7,-0.01
Change in Investments,-236.9,0
Investing Cash Flow,-236.9,0
Share Issuance / Repurchase,225.4,0
Debt Issued / Paid,-0.24,0.23
Other Financing Activities,15.52,-0.22
Financing Cash Flow,240.68,0.01
Net Cash Flow,1.08,0
Free Cash Flow,-2.7,-0.01
Free Cash Flow Per Share,-0.10,-0.00
