Year,2022,2021
Net Income,8.72,3.14
Other Operating Activities,-9.03,-4.72
Operating Cash Flow,-0.31,-1.59
Change in Investments,0,-230
Investing Cash Flow,0,-230
Share Issuance / Repurchase,0,236.6
Debt Issued / Paid,0.32,-0.06
Other Financing Activities,-0.07,-4.89
Financing Cash Flow,0.25,231.65
Net Cash Flow,-0.06,0.06
Free Cash Flow,-0.31,-1.59
Free Cash Flow Per Share,-0.01,-0.06
