Year,2022,2021,2020
Net Income,-0.18,-0.4,-0
Other Operating Activities,-0.69,-0.06,0
Operating Cash Flow,-0.87,-0.46,-0
Change in Investments,93.71,-116.73,0
Investing Cash Flow,93.71,-116.73,0
Share Issuance / Repurchase,-93.42,118.47,0
Other Financing Activities,-0.14,-0.5,-0
Financing Cash Flow,-93.55,117.97,-0
Net Cash Flow,-0.71,0.78,-0
Free Cash Flow,-0.87,-0.46,-0
Free Cash Flow Per Share,-0.06,-0.06,-0.00
