Year,2022,2021
Net Income,15.31,-0.85
Share-Based Compensation,0.69,0.45
Other Operating Activities,-17.24,0.39
Operating Cash Flow,-1.24,-0
Change in Investments,0,-234.6
Investing Cash Flow,0,-234.6
Share Issuance / Repurchase,0,230
Debt Issued / Paid,-0,0
Other Financing Activities,-0.68,7.1
Financing Cash Flow,-0.68,237.1
Net Cash Flow,-1.92,2.5
Free Cash Flow,-1.24,-0
Free Cash Flow Per Share,-0.04,-
