Year,2022
Net Income,0.38
Other Operating Activities,-0.97
Operating Cash Flow,-0.59
Change in Investments,-102.55
Investing Cash Flow,-102.55
Share Issuance / Repurchase,104.01
Debt Issued / Paid,-0.12
Other Financing Activities,-0.28
Financing Cash Flow,103.61
Net Cash Flow,0.47
Free Cash Flow,-0.59
Free Cash Flow Per Share,-0.09
