Year,2022
Net Income,-0.08
Other Operating Activities,-0.63
Operating Cash Flow,-0.71
Debt Issued / Paid,0.12
Financing Cash Flow,0.12
Net Cash Flow,-0.59
Free Cash Flow,-0.71
Free Cash Flow Per Share,-0.14
