Year,2022,2021
Net Income,3.43,1.02
Other Operating Activities,-4.6,-1.88
Operating Cash Flow,-1.17,-0.86
Change in Investments,0.14,-157.59
Investing Cash Flow,0.14,-157.59
Share Issuance / Repurchase,0,160.42
Debt Issued / Paid,0,-0.13
Other Financing Activities,-,-0.49
Financing Cash Flow,0,159.79
Net Cash Flow,-1.03,1.35
Free Cash Flow,-1.17,-0.86
Free Cash Flow Per Share,-0.06,-0.09
