Year,2022
Net Income,16.4
Other Operating Activities,-14.65
Operating Cash Flow,1.75
Change in Investments,-269.54
Investing Cash Flow,-269.54
Share Issuance / Repurchase,253.58
Debt Issued / Paid,-0.3
Other Financing Activities,15.11
Financing Cash Flow,268.39
Net Cash Flow,0.6
Free Cash Flow,1.75
Free Cash Flow Per Share,0.06
