Year,2022
Net Income,1.23
Other Operating Activities,-1.73
Operating Cash Flow,-0.49
Change in Investments,-116.15
Investing Cash Flow,-116.15
Share Issuance / Repurchase,120.33
Debt Issued / Paid,-0.01
Other Financing Activities,-119.49
Financing Cash Flow,0.83
Net Cash Flow,0.34
Free Cash Flow,-0.49
Free Cash Flow Per Share,-0.04
