Year,2022
Net Income,11.48
Other Operating Activities,-13.22
Operating Cash Flow,-1.74
Change in Investments,-22.71
Investing Cash Flow,-22.71
Share Issuance / Repurchase,22.05
Other Financing Activities,0.78
Financing Cash Flow,22.83
Net Cash Flow,-1.62
Free Cash Flow,-1.74
Free Cash Flow Per Share,-0.06
